candidate_id	unified_qc397_geometry_rank	selection_channel	reason	static_review_status
NODE1GEN_118289_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb138_mpn01_arm_P5_qrg_L_backbone_P5_qrg_L_bb138_status_NEEDS_RF2_AND_DOCKING	182	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_201462_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__5134F4568C10A967	183	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_126207_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb100_mpn10_arm_P6_ekg_L_backbone_P6_ekg_L_bb100_status_NEEDS_RF2_AND_DOCKING	184	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_011685_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb285_mpn02_arm_P1_qkg_L_backbone_P1_qkg_L_bb285_status_NEEDS_RF2_AND_DOCKING	185	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_213095_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__82002F3B83B2D691	187	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_180637_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__17DC12515C6537E9	188	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_051411_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb120_mpn04_arm_P3_ekg_L_backbone_P3_ekg_L_bb120_status_NEEDS_RF2_AND_DOCKING	189	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_126924_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb165_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb165_status_NEEDS_RF2_AND_DOCKING	190	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_128374_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb291_mpn02_arm_P6_ekg_L_backbone_P6_ekg_L_bb291_status_NEEDS_RF2_AND_DOCKING	191	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_251941_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__BA8D56110B376AAE	192	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_002672_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb223_mpn02_arm_P1_ekg_L_backbone_P1_ekg_L_bb223_status_NEEDS_RF2_AND_DOCKING	193	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_051311_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb112_mpn00_arm_P3_ekg_L_backbone_P3_ekg_L_bb112_status_NEEDS_RF2_AND_DOCKING	194	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_075729_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb061_mpn07_arm_P4_ekg_L_backbone_P4_ekg_L_bb061_status_NEEDS_RF2_AND_DOCKING	195	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_203334_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C6AFC52AFDE05DB2	196	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_026144_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb096_mpn05_arm_P2_ekg_L_backbone_P2_ekg_L_bb096_status_NEEDS_RF2_AND_DOCKING	197	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_009542_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb101_mpn02_arm_P1_qkg_L_backbone_P1_qkg_L_bb101_status_NEEDS_RF2_AND_DOCKING	198	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_128495_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb301_mpn11_arm_P6_ekg_L_backbone_P6_ekg_L_bb301_status_NEEDS_RF2_AND_DOCKING	199	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_076197_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb101_mpn02_arm_P4_ekg_L_backbone_P4_ekg_L_bb101_status_NEEDS_RF2_AND_DOCKING	200	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_069379_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb230_mpn11_arm_P3_qrg_L_backbone_P3_qrg_L_bb230_status_NEEDS_RF2_AND_DOCKING	201	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_051626_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb139_mpn05_arm_P3_ekg_L_backbone_P3_ekg_L_bb139_status_NEEDS_RF2_AND_DOCKING	202	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_168669_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__113352D574941348	204	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_028413_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb290_mpn06_arm_P2_ekg_L_backbone_P2_ekg_L_bb290_status_NEEDS_RF2_AND_DOCKING	205	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_199069_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__CEC27A7DDC439C32	206	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_290023_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__15C498FF50D39927	207	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_164530_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4CF6C761C1E4D258	208	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_103010_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb256_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb256_status_NEEDS_RF2_AND_DOCKING	209	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_077082_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb177_mpn10_arm_P4_ekg_L_backbone_P4_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	210	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_018274_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb134_mpn06_arm_P1_qrg_L_backbone_P1_qrg_L_bb134_status_NEEDS_RF2_AND_DOCKING	211	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_045041_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb285_mpn09_arm_P2_qrg_L_backbone_P2_qrg_L_bb285_status_NEEDS_RF2_AND_DOCKING	212	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_061840_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb301_mpn06_arm_P3_qkg_L_backbone_P3_qkg_L_bb301_status_NEEDS_RF2_AND_DOCKING	213	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_215041_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E4628F676FAEE585	214	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_128348_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb288_mpn06_arm_P6_ekg_L_backbone_P6_ekg_L_bb288_status_NEEDS_RF2_AND_DOCKING	215	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_278439_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__94039DC3BA2DC9D3	216	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_277894_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__395DAC78C890AAD5	217	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_127720_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb233_mpn07_arm_P6_ekg_L_backbone_P6_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING	218	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_003050_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb258_mpn00_arm_P1_ekg_L_backbone_P1_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	219	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_100335_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb026_mpn02_arm_P5_ekg_L_backbone_P5_ekg_L_bb026_status_NEEDS_RF2_AND_DOCKING	220	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_111728_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb290_mpn07_arm_P5_qkg_L_backbone_P5_qkg_L_bb290_status_NEEDS_RF2_AND_DOCKING	221	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_278997_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__DE626504C9230CE0	222	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_076914_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb163_mpn05_arm_P4_ekg_L_backbone_P4_ekg_L_bb163_status_NEEDS_RF2_AND_DOCKING	223	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_144380_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb233_mpn07_arm_P6_qrg_L_backbone_P6_qrg_L_bb233_status_NEEDS_RF2_AND_DOCKING	224	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_078389_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb288_mpn10_arm_P4_ekg_L_backbone_P4_ekg_L_bb288_status_NEEDS_RF2_AND_DOCKING	225	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_152177_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__511C39B79D5137E7	226	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_109756_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb119_mpn03_arm_P5_qkg_L_backbone_P5_qkg_L_bb119_status_NEEDS_RF2_AND_DOCKING	227	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_042621_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb080_mpn04_arm_P2_qrg_L_backbone_P2_qrg_L_bb080_status_NEEDS_RF2_AND_DOCKING	228	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_287314_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__85773B46EAD289A8	229	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_062170_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb330_mpn00_arm_P3_qkg_L_backbone_P3_qkg_L_bb330_status_NEEDS_RF2_AND_DOCKING	230	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_052437_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb210_mpn05_arm_P3_ekg_L_backbone_P3_ekg_L_bb210_status_NEEDS_RF2_AND_DOCKING	231	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_110975_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb225_mpn05_arm_P5_qkg_L_backbone_P5_qkg_L_bb225_status_NEEDS_RF2_AND_DOCKING	232	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_058478_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb011_mpn10_arm_P3_qkg_L_backbone_P3_qkg_L_bb011_status_NEEDS_RF2_AND_DOCKING	233	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_108483_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb011_mpn10_arm_P5_qkg_L_backbone_P5_qkg_L_bb011_status_NEEDS_RF2_AND_DOCKING	234	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_173559_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__1209753C6909181E	235	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_050835_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb070_mpn08_arm_P3_ekg_L_backbone_P3_ekg_L_bb070_status_NEEDS_RF2_AND_DOCKING	236	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_173810_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E351CDD5A2A9C073	237	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_157506_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__FDBE0AA8BB2B338C	238	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_042871_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb101_mpn07_arm_P2_qrg_L_backbone_P2_qrg_L_bb101_status_NEEDS_RF2_AND_DOCKING	239	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_034111_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb066_mpn01_arm_P2_qkg_L_backbone_P2_qkg_L_bb066_status_NEEDS_RF2_AND_DOCKING	240	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_078148_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb268_mpn00_arm_P4_ekg_L_backbone_P4_ekg_L_bb268_status_NEEDS_RF2_AND_DOCKING	241	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_135941_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb225_mpn11_arm_P6_qkg_L_backbone_P6_qkg_L_bb225_status_NEEDS_RF2_AND_DOCKING	242	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_127824_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb242_mpn00_arm_P6_ekg_L_backbone_P6_ekg_L_bb242_status_NEEDS_RF2_AND_DOCKING	243	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING	244	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
NODE1GEN_044277_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb220_mpn03_arm_P2_qrg_L_backbone_P2_qrg_L_bb220_status_NEEDS_RF2_AND_DOCKING	245	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00199	246	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0083__00464	247	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0298__00713	248	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0100__00822	249	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0086__00466	250	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0496__00456	251	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0206__00564	252	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0091__00172	253	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0184__00187	254	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0089__00488	255	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0002__00851	256	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00715	257	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0200__00524	258	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00094	259	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0386__00669	260	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0288__00866	261	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0087__00755	262	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0287__00867	263	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00631	264	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0190__00879	265	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0091__00440	266	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0101__00798	267	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0288__00812	268	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0386__00808	269	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0284__00666	270	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0133__00282	271	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0036__00857	272	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0206__00634	273	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0504__00926	274	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00457	275	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0504__00900	276	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0206__00415	277	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00259	278	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0029__00258	279	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00315	280	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0134__00880	281	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0207__00304	282	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0496__00432	283	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0386__00767	284	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00211	285	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0128__00428	286	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0325__00106	287	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0388__00859	288	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00343	289	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0227__00371	290	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00742	291	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00839	292	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0432__00670	293	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0008__00128	294	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0287__00501	295	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0404__00828	296	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0305__00672	297	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
