job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B06__M01_9e6y_s917_02360a6c6306	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B06__M01	9e6y	917	02360a6c63060baa7b6d3f1ce117391f160bf851bb41e2714ba1530bcc4c222f
CANDIDATE_V29_GEN__C0504__1BFB219BEAAB1AA9_9e6y_s917_023bb2f86dc5	V29_GEN__C0504__1BFB219BEAAB1AA9	9e6y	917	023bb2f86dc52e1b6993b9f08f19747f65da39bb0b3f49e4c7a02fcbca941961
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__B_LOWER__H1H3__B09__M01_9e6y_s917_0243a92331f8	V29_RF__RFV1__PLDNANO_VHH_00449__B_LOWER__H1H3__B09__M01	9e6y	917	0243a92331f846e68a72a18cf9acdf2eb6262f70cab12d673e9f81658a1ec0c2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B03__M02_8x6b_s917_02471b4d348c	V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B03__M02	8x6b	917	02471b4d348c8ecc7a902819c83c9909d12f8046d4de75f4dbbf1c9737c2e806
CANDIDATE_V29_GEN__C0052__AF2463B11161B0ED_9e6y_s917_024adaa6a1ef	V29_GEN__C0052__AF2463B11161B0ED	9e6y	917	024adaa6a1ef276dc37f9535148e22159608f04783e32c03a73adb0011744db5
CANDIDATE_V29_GEN__C0196__BA9F662D2D5E896C_9e6y_s917_0250a4b8b5c7	V29_GEN__C0196__BA9F662D2D5E896C	9e6y	917	0250a4b8b5c7d90b94f022ec47483455dc3a1754ffa0b98b07ad65912e8fcd62
CANDIDATE_V29_GEN__C0146__0588148B4D6A9F4F_8x6b_s917_02513ae77346	V29_GEN__C0146__0588148B4D6A9F4F	8x6b	917	02513ae77346eaf8912b485105803f619e3a5b99d7e0e5afd14d2df41945eb63
CANDIDATE_V29_GEN__C0283__7224F93D54824DF5_8x6b_s1931_0256497c74d8	V29_GEN__C0283__7224F93D54824DF5	8x6b	1931	0256497c74d87e1566373ee25b2a695125b8b4ddf9fe171044dd1e0336e52e1c
CANDIDATE_V29_GEN__C0409__4FD5B0B2E8676086_9e6y_s917_0260608a5048	V29_GEN__C0409__4FD5B0B2E8676086	9e6y	917	0260608a504854f58a5b08580e6fe06862fc796e903e6d9fedf8640d160413bf
CANDIDATE_V29_GEN__C0195__61FD68D2261368F8_8x6b_s917_026888d59baf	V29_GEN__C0195__61FD68D2261368F8	8x6b	917	026888d59bafef6dbed9cde8f2283894eed59987aac3062ddd356010ea5b0ca5
CANDIDATE_V29_GEN__C0527__07F5C9E2DFEF3D56_8x6b_s917_0277c7b1e9f9	V29_GEN__C0527__07F5C9E2DFEF3D56	8x6b	917	0277c7b1e9f9f8e5fe775f47d15d6afb0ef51e95bacf8351dba6e1fe5244ee4d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B01__M01_8x6b_s917_027aaf669aeb	V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B01__M01	8x6b	917	027aaf669aeb904ed0aa96934fb7f460e1609f1a65c39f469ad5bed54397faf9
CANDIDATE_V29_GEN__C0150__EDFF9389A2F038EC_8x6b_s917_027bebe35001	V29_GEN__C0150__EDFF9389A2F038EC	8x6b	917	027bebe350018166ca41e231460ad5ecd2d4f03ea0772691c8658d26f41e0dfd
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B10__M02_9e6y_s1931_027c676ddbef	V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B10__M02	9e6y	1931	027c676ddbefe6b8badf8aefae022ff1ef4b10c219da4e5bf910dd49ec864532
CANDIDATE_V29_GEN__C0048__D10D899CBD4A2AFA_9e6y_s917_02810ebb5968	V29_GEN__C0048__D10D899CBD4A2AFA	9e6y	917	02810ebb59689c255033349bbb9288641eb070456bdbc50ad2843cd4d6276475
CANDIDATE_V29_GEN__C0048__B0B5F11067D20BA9_9e6y_s917_0287462a9a2b	V29_GEN__C0048__B0B5F11067D20BA9	9e6y	917	0287462a9a2bb8de800292e23189ad99a1d7dbebe4deb0027021dd1e76814521
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B03__M02_8x6b_s917_02887222e4f9	V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B03__M02	8x6b	917	02887222e4f9d886ef373e0e9c55db768b58ec4bdcc0ea7d6fe5cbb12f5c8351
CANDIDATE_V29_GEN__C0125__835D015A4E7EEE3E_9e6y_s1931_0289447b30d6	V29_GEN__C0125__835D015A4E7EEE3E	9e6y	1931	0289447b30d6001fed512ccbb9952914773604791bda0f6c82d79068f0480d86
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B03__M02_9e6y_s917_028ccd8461f1	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B03__M02	9e6y	917	028ccd8461f13580c546dd500602d72c8fc0be37c19455f530a278de6e2c3a3d
CANDIDATE_V29_GEN__C0527__AABE59D6803D251B_8x6b_s1931_029753e408ad	V29_GEN__C0527__AABE59D6803D251B	8x6b	1931	029753e408ad9c8e7bcfe0bc0dcbde64336c4701b272360153d9dd53160d3b54
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B01__M01_9e6y_s917_029a2b556c57	V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B01__M01	9e6y	917	029a2b556c572af6235ef6cea7a2b93ceccd2505af4ed2330a8839ec080ea823
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B05__M02_9e6y_s917_029c4268ff8f	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B05__M02	9e6y	917	029c4268ff8f310afb5a6de037668919df50cecebf45506006a855c5ce80d096
CANDIDATE_V29_GEN__C0504__03D2151353D52052_9e6y_s1931_02a18298c627	V29_GEN__C0504__03D2151353D52052	9e6y	1931	02a18298c627078255605443e4e03638ae6c1025766d415f9459213483e86f8e
CANDIDATE_V29_GEN__C0144__B9D91F8254EA373E_9e6y_s917_02a4882592ef	V29_GEN__C0144__B9D91F8254EA373E	9e6y	917	02a4882592ef32194398902411a3a7db64758d60ab76b8915ed7c82405cbe971
CANDIDATE_V29_GEN__C0409__EA9D26C1D51CBA5E_8x6b_s1931_02a54b88d948	V29_GEN__C0409__EA9D26C1D51CBA5E	8x6b	1931	02a54b88d948848dd95fc6728b176872602da83d70093ad306a557af90465b4b
CANDIDATE_V29_GEN__C0409__922725C248793006_9e6y_s917_02aa5b2ba38b	V29_GEN__C0409__922725C248793006	9e6y	917	02aa5b2ba38b789f675753e304ef9accb75d2e805ac34e5825d994d4bd1c3804
CANDIDATE_V29_GEN__C0106__2A645301A6593189_9e6y_s1931_02af4f861e96	V29_GEN__C0106__2A645301A6593189	9e6y	1931	02af4f861e961e2e7d02ab784fd4a5898e86a7ad2a803f637d4001f95f4b2d7e
CANDIDATE_V29_GEN__C0076__6DAE58B0E5860658_9e6y_s917_02b54383d966	V29_GEN__C0076__6DAE58B0E5860658	9e6y	917	02b54383d966ff521877c62bc2d4a6b450a95d7152b7f3427e83f8f4155b9113
CANDIDATE_V29_GEN__C0311__1F382F099D26C2FF_8x6b_s917_02bb6fc589ab	V29_GEN__C0311__1F382F099D26C2FF	8x6b	917	02bb6fc589ab446de92e797691329d5e465dc454058e873e527a7dc990253b8d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B07__M02_8x6b_s917_02c3d1c6a698	V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B07__M02	8x6b	917	02c3d1c6a6989b979e7301f2188cb121f2d3bc68fe18d80c8504b82d72ed1a98
CANDIDATE_V29_GEN__C0052__C32F175E7B61C926_8x6b_s917_02d8fe5d8cbb	V29_GEN__C0052__C32F175E7B61C926	8x6b	917	02d8fe5d8cbb08f5001dba7db1125143ab5110c603871bd4638805448c0a9203
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00515__A_CENTER__H3__B00__M00_8x6b_s917_02db63007bcc	V29_RF__RFV1__PLDNANO_VHH_00515__A_CENTER__H3__B00__M00	8x6b	917	02db63007bcc808e8c49dfd146a94f71a8dadc8362633b00c772e672780c68b6
CANDIDATE_V29_GEN__C0219__DC36184F227F45D9_8x6b_s917_02e04de3555e	V29_GEN__C0219__DC36184F227F45D9	8x6b	917	02e04de3555e38f36514ed9272b2a1caac7ca39ffe1a4b086ea130100ab6e1e7
CANDIDATE_V29_GEN__C0102__6E56412966B0E9AF_8x6b_s917_02e3fa4f300c	V29_GEN__C0102__6E56412966B0E9AF	8x6b	917	02e3fa4f300c3d10601c31c3e84e6116e1f2d9a9e91067900cd99570a3cc74d4
CANDIDATE_V29_GEN__C0125__F40ACDBEF29F9CAA_9e6y_s917_02e893a6f690	V29_GEN__C0125__F40ACDBEF29F9CAA	9e6y	917	02e893a6f690f05077aa4628db3cec44e48df862127ddd5cbf425f8b93812509
CANDIDATE_V29_GEN__C0354__29DEBE6E6A1B9E85_9e6y_s3253_02e9d94aafc4	V29_GEN__C0354__29DEBE6E6A1B9E85	9e6y	3253	02e9d94aafc41c277e5d8da11f6e5575bebde13293124867e29d9ea2e177e2f7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H3__B09__M02_9e6y_s917_02ecd445acb6	V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H3__B09__M02	9e6y	917	02ecd445acb6967829a82d67b769bf0a4205685e28000644463cfebbc75efaf6
CANDIDATE_V29_GEN__C0001__7C4CFC0991BA9A59_9e6y_s917_02eefff60efa	V29_GEN__C0001__7C4CFC0991BA9A59	9e6y	917	02eefff60efa2620af730b113caa03c18471817947be52d7a5b6517ce7a66905
CANDIDATE_V29_GEN__C0052__29FDC5D5DBFC0CE6_8x6b_s917_02f0de161158	V29_GEN__C0052__29FDC5D5DBFC0CE6	8x6b	917	02f0de161158ee8693e39bbbe1f098ad8c9554d0795d73abf90ea5a4e271b8e9
CANDIDATE_V29_GEN__C0115__6C724C7F8A591405_9e6y_s1931_02f48111a216	V29_GEN__C0115__6C724C7F8A591405	9e6y	1931	02f48111a216feb7337e49145833a8a5ae8383f0bcff878f70ada103fb4c7fbe
CANDIDATE_V29_GEN__C0176__ABCB92707D3CFA7F_8x6b_s917_02fe89677564	V29_GEN__C0176__ABCB92707D3CFA7F	8x6b	917	02fe8967756477d6efb513afb7ec6dedd52e8df319e2aaaed592101d3a17f736
CANDIDATE_V29_GEN__C0138__D5E9C25EA2AF0D77_9e6y_s917_0304b0070d99	V29_GEN__C0138__D5E9C25EA2AF0D77	9e6y	917	0304b0070d9973252c251a1769a11ded65b1e15dbb3bf7802b3c050f3a686ee4
CANDIDATE_V29_GEN__C0251__5D8894FB59D7E261_9e6y_s1931_030639f2f1d7	V29_GEN__C0251__5D8894FB59D7E261	9e6y	1931	030639f2f1d7de506be78843d28ae67a2d338ad8d10f7d1d7bb17ec4708e07cb
CANDIDATE_V29_GEN__C0009__798074828A93706B_9e6y_s917_03196b1242e7	V29_GEN__C0009__798074828A93706B	9e6y	917	03196b1242e7477cc7eb572606a3ff37be257f3a1fa907c11fc5b8515b61fc64
CANDIDATE_V29_GEN__C0251__28C389F9328AE6B3_9e6y_s917_031f443d6fa1	V29_GEN__C0251__28C389F9328AE6B3	9e6y	917	031f443d6fa19ecb64f14a8a987d7ca02c8c7d17b3349aaac29a86b22eaad6cd
CANDIDATE_V29_GEN__C0144__B9AFA77B6629860F_9e6y_s917_03235c5fd3dd	V29_GEN__C0144__B9AFA77B6629860F	9e6y	917	03235c5fd3dda24d32f072a66ae89024a04a53a88622f61724104d09c04cce1e
CANDIDATE_V29_GEN__C0146__EA4AA6CF07F3BC15_9e6y_s917_0325e83a39e4	V29_GEN__C0146__EA4AA6CF07F3BC15	9e6y	917	0325e83a39e4663730c2654f0cfb229ab62c1e5a66d053783aeb2603f0437b12
CANDIDATE_V29_GEN__C0183__B808CDEACBEBAE8F_9e6y_s917_032ec6a35fe5	V29_GEN__C0183__B808CDEACBEBAE8F	9e6y	917	032ec6a35fe509ddccc7933c53434eb8bdd50abac2d3c795463b679cf453848a
CANDIDATE_V29_GEN__C0119__4AA95011580812DA_8x6b_s917_0336d575897e	V29_GEN__C0119__4AA95011580812DA	8x6b	917	0336d575897ec933eaca67d28d89b302d10a42d7dbb9cfc0b427a4f4ea62d488
CANDIDATE_V29_GEN__C0119__36B138226F2396F5_9e6y_s917_033e09feaa36	V29_GEN__C0119__36B138226F2396F5	9e6y	917	033e09feaa36077ea7c0344e1a665a6d7b9ae9ed5d53e3f98b1b1c5b4e3b626d
CANDIDATE_V29_GEN__C0065__AC7FD0899F313BD8_8x6b_s917_03417b2eb478	V29_GEN__C0065__AC7FD0899F313BD8	8x6b	917	03417b2eb478e68f7891494689f88fc2d5ce079a1d29a56af61f996f2dc7c1da
CANDIDATE_V29_GEN__C0311__EE08A5B2738DE8B5_9e6y_s917_03429ac4fd79	V29_GEN__C0311__EE08A5B2738DE8B5	9e6y	917	03429ac4fd79a18d320849e0e444e333ca0a6739a46b69b2238e48d9ec31962b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B11__M01_9e6y_s917_03446fb0a5fe	V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B11__M01	9e6y	917	03446fb0a5fe059c39f3c3e46198eea13d83f6b51752c4d6bcbe3f0344a246d0
CANDIDATE_V29_GEN__C0115__B354FC52C6A8547F_8x6b_s917_034bc129396b	V29_GEN__C0115__B354FC52C6A8547F	8x6b	917	034bc129396b18f4c9feca5b78e27f1b1e8bd2835a9370729cb72990d02b9394
CANDIDATE_V29_GEN__C0150__01849B94C7D8FC31_8x6b_s1931_035323cd2148	V29_GEN__C0150__01849B94C7D8FC31	8x6b	1931	035323cd2148f3da99ccfb9866fb6ebdf8bf5502da9a598982aaa7b41ed6fa5a
CANDIDATE_V29_GEN__C0448__A8F497A092E742C2_8x6b_s1931_035d673d1cf5	V29_GEN__C0448__A8F497A092E742C2	8x6b	1931	035d673d1cf5e481ee2312cc40be5d1194634bf8355fdb10bd51f046a7e60991
CANDIDATE_V29_GEN__C0139__8ED9A4A97FD9F190_9e6y_s917_03637bfa81b1	V29_GEN__C0139__8ED9A4A97FD9F190	9e6y	917	03637bfa81b1a0be703077b45246dbe57d1ded85de6123e8e11c4aaf2631d1ff
CANDIDATE_V29_GEN__C0324__837C11D875724852_8x6b_s917_03658d5288af	V29_GEN__C0324__837C11D875724852	8x6b	917	03658d5288af512753dbb1ae911fc352a20237b39dfc13c3f6135e0e0e72b1b8
CANDIDATE_V29_GEN__C0116__AAE22E11E6D13D93_9e6y_s917_0374d21b89d1	V29_GEN__C0116__AAE22E11E6D13D93	9e6y	917	0374d21b89d13e4e4846af634de0c2906d5d78a3648d41683f84ab4b0014be0d
CANDIDATE_V29_GEN__C0210__6873669667C19D72_9e6y_s1931_0375d3f6a4c1	V29_GEN__C0210__6873669667C19D72	9e6y	1931	0375d3f6a4c15b3ee97560223d1faf097463291078325b746d70844f1c9b01cb
CANDIDATE_V29_GEN__C0195__35CE64BA67B8280E_8x6b_s917_0379a832a21c	V29_GEN__C0195__35CE64BA67B8280E	8x6b	917	0379a832a21caa71d888ebeeec03cbad8057c20d9a066617e21a66a14414caae
CANDIDATE_V29_GEN__C0360__3DE3555066976D37_9e6y_s917_0384ecd6d27e	V29_GEN__C0360__3DE3555066976D37	9e6y	917	0384ecd6d27e71aab1f8e77744f9684be01bb6383eb1b84bc13df9fdb540ed80
CANDIDATE_V29_GEN__C0195__0C0AB26319F21D52_9e6y_s917_038aaf940ca4	V29_GEN__C0195__0C0AB26319F21D52	9e6y	917	038aaf940ca4dbfe8455c659c10167622a19daea0ec1c60d6b37fae8039a4120
CANDIDATE_V29_GEN__C0125__8CF993DD8FA78D90_8x6b_s917_039568bd8ae4	V29_GEN__C0125__8CF993DD8FA78D90	8x6b	917	039568bd8ae4dcee7f9c61ebc5973ed7480572014045bec02e5908a48faf1291
CANDIDATE_V29_GEN__C0076__95E416B417AAA611_9e6y_s917_039b03cda51a	V29_GEN__C0076__95E416B417AAA611	9e6y	917	039b03cda51a6ed4942eeaab201082bf37a8fb688b9c57361e3db94891bb07b9
CANDIDATE_V29_GEN__C0147__3B55F5E7AF9AD7FA_8x6b_s1931_039f81a0c631	V29_GEN__C0147__3B55F5E7AF9AD7FA	8x6b	1931	039f81a0c631526d544117933a35d2bf3aa16d2098b91b16ed9eaec417bfcd58
CANDIDATE_V29_GEN__C0052__77F6BC6697B96D56_8x6b_s917_03a11996b64d	V29_GEN__C0052__77F6BC6697B96D56	8x6b	917	03a11996b64dea118c42ad607e05319595acb3a29e41ad64c8b1d170ad5d1cf3
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H1H3__B07__M01_8x6b_s917_03a56041583c	V29_RF__RFV1__PLDNANO_VHH_00616__B_LOWER__H1H3__B07__M01	8x6b	917	03a56041583ce7265f0c3f4dbeed68216f85a20af52bd0f138e3c1b16ae07e37
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B03__M02_8x6b_s917_03ad20d50f13	V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B03__M02	8x6b	917	03ad20d50f131ce2f010775f220cf608f499427e53ed927c2ac362c9a3189a71
CANDIDATE_V29_GEN__C0072__E5EFD4492F8EBD18_8x6b_s917_03b2cbe23f78	V29_GEN__C0072__E5EFD4492F8EBD18	8x6b	917	03b2cbe23f78836b74b13fa17d99cd47cc106fd58e628f6ef0eabdb2326f15a0
CANDIDATE_V29_GEN__C0348__A653D3FE4929D450_9e6y_s917_03b4dd545cdf	V29_GEN__C0348__A653D3FE4929D450	9e6y	917	03b4dd545cdffee15204a04bf48dc7948fedeb20d360b39e8b24904db30b0edf
CANDIDATE_V29_GEN__C0114__1A719329CF6744A6_8x6b_s917_03b63b3872a0	V29_GEN__C0114__1A719329CF6744A6	8x6b	917	03b63b3872a0cee768728fb1bbd00eff80d5fd6d6af19667f4e2650783ef9571
CANDIDATE_V29_GEN__C0527__0EDCBECC9E883FD0_9e6y_s917_03b8e5499e1a	V29_GEN__C0527__0EDCBECC9E883FD0	9e6y	917	03b8e5499e1a0efa7d5dd9fda13f2a30e7334520cd836b2953ed67d5fcf48a6f
CANDIDATE_V29_GEN__C0183__57DC30F8E194217D_9e6y_s1931_03bd284c69b3	V29_GEN__C0183__57DC30F8E194217D	9e6y	1931	03bd284c69b3b9b9ab4b69fb7da271451391dfe1996553863ec5e6e6cf524100
CANDIDATE_V29_GEN__C0409__D90BF746D808D117_8x6b_s917_03c2efae3ec5	V29_GEN__C0409__D90BF746D808D117	8x6b	917	03c2efae3ec53491e2882a84a6143d4c79ea700f9a5b2b66981a73eed5996c75
CANDIDATE_V29_GEN__C0514__03D6E280CF56A9C0_9e6y_s917_03c4a50588e4	V29_GEN__C0514__03D6E280CF56A9C0	9e6y	917	03c4a50588e42390b432922ef889df23d9db4b7fa0cf2c8e6d16b6251ce87f40
CANDIDATE_V29_GEN__C0007__8D53B9AD9DFC80FE_9e6y_s917_03c5c52487b2	V29_GEN__C0007__8D53B9AD9DFC80FE	9e6y	917	03c5c52487b2708d8bdf66607afa93b5aebc8bcc9244c22ca62166109108d0bd
CANDIDATE_V29_GEN__C0504__03D2151353D52052_8x6b_s1931_03c691faa377	V29_GEN__C0504__03D2151353D52052	8x6b	1931	03c691faa377b91507f8b02982ee6a4e0280fafbbb14f0bac955629daae7f59e
CANDIDATE_V29_GEN__C0048__8E736287123A2A63_8x6b_s917_03d072a87238	V29_GEN__C0048__8E736287123A2A63	8x6b	917	03d072a872380c74519251004ec2c517d6b246dde313f4c613f5b3cf3aaed5e9
CANDIDATE_V29_GEN__C0075__8D475AB7E9048914_9e6y_s917_03e0f0fb09c9	V29_GEN__C0075__8D475AB7E9048914	9e6y	917	03e0f0fb09c99f6a232e73a9ee9d2fef69cdb84f37dddb2be00d5e21d7f1bcda
CANDIDATE_V29_GEN__C0007__41C4F79B3678BA7B_9e6y_s917_03e4dcf546e0	V29_GEN__C0007__41C4F79B3678BA7B	9e6y	917	03e4dcf546e02d57e0e2d28c1c9ed16d32399c35187832f6f64eae38f71f6839
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B09__M01_9e6y_s917_03e63905d29d	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B09__M01	9e6y	917	03e63905d29d5f3e8e7e94a918d71d6d80514c5c65ac3f793dada205e5841855
CANDIDATE_V29_GEN__C0136__D5AD421C4D34D815_8x6b_s917_03eec4082d4d	V29_GEN__C0136__D5AD421C4D34D815	8x6b	917	03eec4082d4d8ff45deaac5f4ddf606d5879a49a7352535da4da44866cfc44c5
CANDIDATE_V29_GEN__C0146__215FDED98FED8CC8_8x6b_s917_03f0eafa2f4b	V29_GEN__C0146__215FDED98FED8CC8	8x6b	917	03f0eafa2f4b7486522c26c7e233ccfbbd1f37051b33e6802ebae82365287f45
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B08__M00_9e6y_s1931_03f8435c3177	V29_RF__RFV1__PLDNANO_VHH_00866__A_CENTER__H3__B08__M00	9e6y	1931	03f8435c3177545b796bd61d87e1cd7c631fb3eb45d0e779a0e292afcf4b588e
CANDIDATE_V29_GEN__C0007__B6B64AF4C3EAF106_8x6b_s917_03fc9ad452ca	V29_GEN__C0007__B6B64AF4C3EAF106	8x6b	917	03fc9ad452ca8fe724ebf5f5ad30cf6f1629016677dcd87bdf96c2e478b8384f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B08__M02_8x6b_s917_03fcfa598559	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B08__M02	8x6b	917	03fcfa59855913846cf433b088a03d9c917fbf1e63d245350c35a63245c35a8c
CANDIDATE_V29_GEN__C0354__90E32339715875A8_8x6b_s917_0405a3f711f1	V29_GEN__C0354__90E32339715875A8	8x6b	917	0405a3f711f1861b12836347373c3d37d3ef895dcee312813eed49995843d6ec
CANDIDATE_V29_GEN__C0048__5959C9E0F16DA6F7_8x6b_s917_040c888a7d03	V29_GEN__C0048__5959C9E0F16DA6F7	8x6b	917	040c888a7d0338f29b0d51e0cd1f06f4f99585f2f2f9f85c914895a91356d282
CANDIDATE_V29_GEN__C0527__B030791732CEBDC6_9e6y_s1931_0413353f7738	V29_GEN__C0527__B030791732CEBDC6	9e6y	1931	0413353f7738366f837cd80b36294cf0a1cc5054d408d9b2dcd87f8afcc4a40b
CANDIDATE_V29_GEN__C0348__B398E3167A206969_8x6b_s917_04181d2d5423	V29_GEN__C0348__B398E3167A206969	8x6b	917	04181d2d5423679b3796f6a77bc54d13bf5b836220478b1e2e4adb385507e817
CANDIDATE_V29_GEN__C0195__9E5BED762793CD91_9e6y_s3253_041b0a217564	V29_GEN__C0195__9E5BED762793CD91	9e6y	3253	041b0a21756452af213ac312d0d7673b33629d374d1f329d101a499370abfad7
CANDIDATE_V29_GEN__C0119__239A8272FA7E2045_9e6y_s917_0421e21d7704	V29_GEN__C0119__239A8272FA7E2045	9e6y	917	0421e21d7704d659e45f3ff08ed535868dd9f3daf887f95ae35843a93d06728d
CANDIDATE_V29_GEN__C0136__5F4488F0543C902C_9e6y_s917_042515f373cf	V29_GEN__C0136__5F4488F0543C902C	9e6y	917	042515f373cf8fba4ca81e952da21703ed4a5635d142f56bdba2dfb59cf41033
CANDIDATE_V29_GEN__C0102__281380B919FEC0D8_9e6y_s917_042fcb60f12e	V29_GEN__C0102__281380B919FEC0D8	9e6y	917	042fcb60f12e02d99db0574f3f1c2167e75625634264421c3af64a2a577f9e1f
CANDIDATE_V29_GEN__C0195__0532E71ABF6DEE2F_8x6b_s917_0432a03fdb81	V29_GEN__C0195__0532E71ABF6DEE2F	8x6b	917	0432a03fdb8122e8eb25f61a94772396aaa52081551ac2f00ba9710da9a1ceb8
CANDIDATE_V29_GEN__C0147__6E63870B9381F30B_9e6y_s917_043686ec6a3a	V29_GEN__C0147__6E63870B9381F30B	9e6y	917	043686ec6a3a8087ae4f761f53ae9a5952b5ada2005dd70e771b3301c1e55b42
CANDIDATE_V29_GEN__C0348__1C28FDE4E4F6EE23_8x6b_s917_04383602e95d	V29_GEN__C0348__1C28FDE4E4F6EE23	8x6b	917	04383602e95d0061f24823a6bf014a634866b409e8ceee4201a0689c939e72fd
CANDIDATE_V29_GEN__C0144__A28C4DA172E7094C_9e6y_s1931_043ba7478c3e	V29_GEN__C0144__A28C4DA172E7094C	9e6y	1931	043ba7478c3eb97d61ad15930e04f8d94fc76f02386b0134cd86fc15a3a12dd2
CANDIDATE_V29_GEN__C0086__E72390967C60BA8E_8x6b_s917_043d2ca841f9	V29_GEN__C0086__E72390967C60BA8E	8x6b	917	043d2ca841f972da6324233063a0977bf28585730231b54349119db08e26c161
CANDIDATE_V29_GEN__C0150__0202CE738913F250_8x6b_s917_0441471edbf7	V29_GEN__C0150__0202CE738913F250	8x6b	917	0441471edbf7f576c7164e34f4466f44045e3699b22e4cbd5dead3495e5a7cd4
CANDIDATE_V29_GEN__C0411__2D5565A74C317E44_9e6y_s917_044eb67cc437	V29_GEN__C0411__2D5565A74C317E44	9e6y	917	044eb67cc43734eb12e00f8e59b43825701e0b53696bd71034ad6d23a198f29c
CANDIDATE_V29_GEN__C0533__FEF4FCACF4C6A4DB_9e6y_s917_045a7cffb38a	V29_GEN__C0533__FEF4FCACF4C6A4DB	9e6y	917	045a7cffb38a48bd1162150badf8812b9c2bd94c542a3cebf32f0c385ad9d711
CANDIDATE_V29_GEN__C0195__FEA29F7C3C6FBD6B_8x6b_s3253_045fa1f83420	V29_GEN__C0195__FEA29F7C3C6FBD6B	8x6b	3253	045fa1f8342001b5035fa2ab4cd9cb26707996dcc318c721ec71523d6c05e8df
CANDIDATE_V29_GEN__C0183__157B639E0F98F660_9e6y_s917_046432f52799	V29_GEN__C0183__157B639E0F98F660	9e6y	917	046432f52799a8fa640f3bc86a055f53b108c7d191faca0a9ca6529b18290402
CANDIDATE_V29_GEN__C0090__8C08E00563F6DFC3_8x6b_s917_047f21854573	V29_GEN__C0090__8C08E00563F6DFC3	8x6b	917	047f21854573c708428a1041d28ceb7290301c9a7816a917810c157ee6c94d96
CANDIDATE_V29_GEN__C0299__B48967E819DE331C_8x6b_s917_0489d8b5ce4d	V29_GEN__C0299__B48967E819DE331C	8x6b	917	0489d8b5ce4dfad523eb1abdf2255e672e92016d39c3119eb26668ad6095268f
CANDIDATE_V29_GEN__C0048__FCB9EE2D07288A76_9e6y_s917_048c5e8a3ee4	V29_GEN__C0048__FCB9EE2D07288A76	9e6y	917	048c5e8a3ee4de81a9faec2f5fe8ccd5fb5433735a350f835865db0c585032cd
CANDIDATE_V29_GEN__C0119__27C511A7C627252F_9e6y_s917_049009ff7b09	V29_GEN__C0119__27C511A7C627252F	9e6y	917	049009ff7b092810f908cc2c189abab992f6e2f755230053b70c1bbebf7e5efe
CANDIDATE_V29_GEN__C0527__31D500C9CF3E129D_9e6y_s917_0495dd97af03	V29_GEN__C0527__31D500C9CF3E129D	9e6y	917	0495dd97af032f3a45e00a73d7d1b0752f3bb7b9dbbf7c9c49062ca798850460
