job_id	own_model_count	rli_model_count	common_model_count	model_jaccard	model_set_exact
CANDIDATE_V29_GEN__C0139__FEDD2A1A6362E1AB_8x6b_s917_139c33e8ac0b	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_8x6b_s917_20cc5afbcd96	7	9	4	0.3333333333333333	false
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_9e6y_s917_1ee2fb50078d	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0144__A28C4DA172E7094C_9e6y_s917_0b1f73155493	8	8	5	0.45454545454545453	false
CANDIDATE_V29_GEN__C0144__A60A62A389A183F1_8x6b_s917_15a4221f22bd	10	9	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0144__B8E2074758ED4C7F_9e6y_s917_16a3041bd26d	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0145__18295B89BEE31478_9e6y_s917_1cdf7a1e8a0d	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0145__3C8753F75B81BA83_9e6y_s917_1d35c50e1378	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0145__58059F00CC3D697A_9e6y_s917_16e5814ae53a	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0145__6F441D00064CE4DD_8x6b_s917_1489ea0d7ee6	10	9	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0145__B026935E7B344A1D_8x6b_s917_1ce0da14d9d1	9	9	6	0.5	false
CANDIDATE_V29_GEN__C0145__C3F9E5849A6ABAF9_8x6b_s917_0e683938627e	9	9	8	0.8	false
CANDIDATE_V29_GEN__C0145__EF331FFBBC002950_8x6b_s917_0eb2ad126f8a	10	10	10	1.0	true
CANDIDATE_V29_GEN__C0145__FB87E26011763980_9e6y_s917_2625e10413dd	6	9	6	0.6666666666666666	false
CANDIDATE_V29_GEN__C0146__68DB0C16A9BFBE8D_8x6b_s917_1b439d405154	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0146__9271F4376BEDE2D1_8x6b_s917_1ea62ad3f70e	10	8	6	0.5	false
CANDIDATE_V29_GEN__C0146__95C3FCE770711CE6_9e6y_s917_0b4511cbba71	9	10	7	0.5833333333333334	false
CANDIDATE_V29_GEN__C0146__AAA23215BA9C0E6B_8x6b_s917_10bda0e3f4b7	10	8	5	0.38461538461538464	false
CANDIDATE_V29_GEN__C0146__C38CADE55FABAA11_9e6y_s917_231bee3b6ced	10	10	5	0.3333333333333333	false
CANDIDATE_V29_GEN__C0147__07EE98097958683B_8x6b_s917_0c929142e865	7	6	3	0.3	false
CANDIDATE_V29_GEN__C0147__299756707EF60F8F_9e6y_s917_0eeb4fa183b6	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0147__4C07D688237A45AB_8x6b_s917_1ddfa5da22ac	9	10	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0147__52E6D0D9DC95A789_9e6y_s917_187079bcc9db	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0147__7E2A142715804120_9e6y_s917_187044fb33c9	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0147__7EDA683A7ACBA94E_8x6b_s917_15a562e7a441	9	10	7	0.5833333333333334	false
CANDIDATE_V29_GEN__C0147__7EDA683A7ACBA94E_9e6y_s917_1cfabe6c90dd	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0147__8683996A7BAEACC7_8x6b_s917_0e8502acbc04	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0150__1D843C0E47B96E48_8x6b_s917_14c65b083108	8	7	5	0.5	false
CANDIDATE_V29_GEN__C0150__3318F4262820F219_8x6b_s917_0e7001980a97	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0150__3342AF9F39C8C308_8x6b_s917_19b95eac0de2	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0150__55C5051B6D63504E_9e6y_s917_116e255798ca	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0150__5FA14680BAA35898_8x6b_s917_1dda9548ee13	10	10	5	0.3333333333333333	false
CANDIDATE_V29_GEN__C0150__95DD752918751E27_9e6y_s917_214f217c06fd	9	10	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0150__F451E0458C13F8FE_8x6b_s917_10db64893e48	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0171__24F8FEF8BE88360E_8x6b_s917_12e6399253dc	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0171__49AC44B7ADA00554_8x6b_s917_204b24ee1ab8	10	5	2	0.15384615384615385	false
CANDIDATE_V29_GEN__C0171__5068225AAEB76240_8x6b_s917_0d2bf54866d7	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0171__63B98DC29B6AC147_9e6y_s917_1287be1480d2	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0171__955B818FF437F8E6_8x6b_s917_16af5f437374	9	7	7	0.7777777777777778	false
CANDIDATE_V29_GEN__C0171__A020F6A790D94004_9e6y_s917_19424aa049b9	10	9	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0171__CCC78DA14EFA174E_9e6y_s917_10ad2e9c9c20	9	8	7	0.7	false
CANDIDATE_V29_GEN__C0171__F1FF8970F5EEAD13_8x6b_s917_15c89e85820a	10	10	5	0.3333333333333333	false
CANDIDATE_V29_GEN__C0173__089286C7BD221A32_8x6b_s917_1d6f63c543b6	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0173__089286C7BD221A32_9e6y_s917_17e715843042	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0173__5CD84580A30B542E_9e6y_s917_1a4b580aa6bb	7	10	3	0.21428571428571427	false
CANDIDATE_V29_GEN__C0173__7B16F807A07895B6_9e6y_s917_15c110f07e2e	8	8	7	0.7777777777777778	false
CANDIDATE_V29_GEN__C0173__85E16C3EEDDCD0B7_8x6b_s917_0b78998fe1fe	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0173__CE13718A40384A54_8x6b_s917_1b553c1c3d8e	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0176__75CE9606B90D1FBB_9e6y_s917_16548760670f	9	8	6	0.5454545454545454	false
CANDIDATE_V29_GEN__C0176__88FA2D1EF66958D2_8x6b_s917_0db642970a8b	6	6	6	1.0	true
CANDIDATE_V29_GEN__C0176__A1A7B030B833322F_9e6y_s917_0ea265060ee5	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0176__B77A84EA4E49BB27_9e6y_s917_102c23fd3b35	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0176__B7BC9ABAFF593FB7_8x6b_s917_0c4747d0f1b0	9	10	5	0.35714285714285715	false
CANDIDATE_V29_GEN__C0176__BC662C4153ADA2AC_8x6b_s917_1a9e2cfe367a	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0176__D3E3B47D6FA76A38_8x6b_s917_199c38b27d8c	9	9	9	1.0	true
CANDIDATE_V29_GEN__C0176__E6468FE82A77E78E_9e6y_s917_1b5f87e62644	10	8	6	0.5	false
CANDIDATE_V29_GEN__C0183__141D4EEF8BC3BE7F_8x6b_s917_10412cf2c104	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0183__141D4EEF8BC3BE7F_9e6y_s917_16396697ad15	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0183__337BA9FBAC8B53FB_8x6b_s917_19130b6ddaed	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0183__571F69C0F97B8DE5_9e6y_s917_1136f16dbb99	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0183__7BFC33190A0E7FAE_9e6y_s917_1bbeb5687a37	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0183__8BCF307A1A175819_8x6b_s917_18bbf588f745	9	9	6	0.5	false
CANDIDATE_V29_GEN__C0183__8BCF307A1A175819_9e6y_s917_1b102ad25215	10	7	6	0.5454545454545454	false
CANDIDATE_V29_GEN__C0183__AD6404D61D668A7C_8x6b_s917_0ef94d2612ca	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0183__F41593DE9B1BC681_9e6y_s917_0ed0db172ba9	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0195__086A9E8C259CC6DA_8x6b_s917_1470c0843238	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0195__1E1EDCDCF2E90A2F_9e6y_s917_0e604ddeec7e	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0195__2723423C1B948276_8x6b_s917_0e70c75b2541	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0195__453C32BFDBCFD54C_8x6b_s917_12ff8984ee9d	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0195__56B80B92C1CE8400_9e6y_s917_18e5fb435934	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0195__5FA1F19AB04A2FBE_9e6y_s917_1c12ebb6040e	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0195__8BA2FF70C94BBF3E_9e6y_s917_0d25ac21f51b	10	9	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0195__9BE6C89DEC15A2C6_8x6b_s917_1984504826b6	10	9	4	0.26666666666666666	false
CANDIDATE_V29_GEN__C0196__3F6801183B8BF9B4_8x6b_s917_139096a44c47	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0196__4FE244A75263CB6F_8x6b_s917_12d2ffc26491	8	8	5	0.45454545454545453	false
CANDIDATE_V29_GEN__C0196__5496DFDAF7CE6081_8x6b_s917_10884bfa8b75	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0196__96315AC38F0836A1_9e6y_s917_10219e911b3d	10	7	7	0.7	false
CANDIDATE_V29_GEN__C0196__B453A6E0EA7F5B20_9e6y_s917_13be372cd7cb	8	9	5	0.4166666666666667	false
CANDIDATE_V29_GEN__C0196__EDD09125D4CB0F8C_9e6y_s917_1897606f6145	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0210__10976B87B4B345FA_9e6y_s917_25dd3009cdfb	8	8	8	1.0	true
CANDIDATE_V29_GEN__C0210__2C232D280A8D6C9C_9e6y_s917_20522beedfb9	9	7	4	0.3333333333333333	false
CANDIDATE_V29_GEN__C0210__3797DC0EBB4AA432_9e6y_s917_22fcdd284288	5	4	4	0.8	false
CANDIDATE_V29_GEN__C0210__3E0EF4B28A6DA1E0_9e6y_s917_1a4a4d59f868	4	4	4	1.0	true
CANDIDATE_V29_GEN__C0210__4DC5A297967D859E_8x6b_s917_12d247737b8a	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0210__870A437362578F31_8x6b_s917_237ea7aca02b	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0210__A7248E4763871C0F_8x6b_s917_149d71e8db2a	9	9	6	0.5	false
CANDIDATE_V29_GEN__C0219__8C00E37F4EA2D8AE_8x6b_s917_157a30a7a016	6	10	4	0.3333333333333333	false
CANDIDATE_V29_GEN__C0219__BE7A3EB1EEC0945B_8x6b_s917_19c074c9be9e	10	7	4	0.3076923076923077	false
CANDIDATE_V29_GEN__C0219__DD9F7CD13470881B_8x6b_s917_15b25fd862fd	9	10	5	0.35714285714285715	false
CANDIDATE_V29_GEN__C0248__551F32C18774EA58_8x6b_s917_1655a9fadf81	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0251__9414C6DC2186937B_8x6b_s917_1051c562145f	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0251__A4DB7D23A87B49A1_9e6y_s917_1954a935e20b	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0251__BF3A4C6BADC3ABE3_9e6y_s917_0ece5ba3709a	5	5	5	1.0	true
CANDIDATE_V29_GEN__C0251__EB3F1CAD10A3FFC4_8x6b_s917_1d8b708bc3b0	9	9	8	0.8	false
CANDIDATE_V29_GEN__C0258__4BBB7A4080E8FA49_8x6b_s917_17989588cbaf	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0258__820DA4C8F35B4453_9e6y_s917_119bd6740b41	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0258__C4B4DB737886DC2E_8x6b_s917_1ca490afd3ab	10	7	6	0.5454545454545454	false
CANDIDATE_V29_GEN__C0258__C98B92FCAE2CD65D_9e6y_s917_13718120a4a5	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0258__DFF84F7F7C5FEBF3_9e6y_s917_225ef0181225	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0283__1A6657F6DC4BA222_8x6b_s917_1ca91c45a47c	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0283__27E9654351936170_9e6y_s917_0a857a1908eb	10	8	7	0.6363636363636364	false
CANDIDATE_V29_GEN__C0283__5B40979264C233B8_8x6b_s917_1bc9db2147a6	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0283__64C7FEBECCEF2171_9e6y_s917_149ac85c4c58	7	8	6	0.6666666666666666	false
CANDIDATE_V29_GEN__C0283__D928301A789CD0F0_8x6b_s917_0e9a69bd99ab	10	8	4	0.2857142857142857	false
CANDIDATE_V29_GEN__C0283__DA1E6C23AB9CBEB8_9e6y_s917_1dee122d066a	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0283__DEA853441472BDBC_8x6b_s917_13ed6dddcbe7	9	10	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0299__779FAD4B26BEED8E_8x6b_s917_163f14e8d483	4	4	4	1.0	true
CANDIDATE_V29_GEN__C0299__779FAD4B26BEED8E_9e6y_s917_1ad10299200a	7	4	3	0.375	false
CANDIDATE_V29_GEN__C0299__DB03341D5BC4858A_9e6y_s917_13338056e790	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0304__486CACB9DD817C84_8x6b_s917_17ddba298b71	5	6	5	0.8333333333333334	false
CANDIDATE_V29_GEN__C0304__5816A448A19ACE23_9e6y_s917_1679d2c7ae77	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0304__8FAE72B990E26CC1_8x6b_s917_1c062f5eee38	10	9	5	0.35714285714285715	false
CANDIDATE_V29_GEN__C0304__EDF6749F1A5E73F3_9e6y_s917_12c02cf16120	9	10	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0311__06E962512903C37A_8x6b_s917_10a4bd61f7dc	7	6	3	0.3	false
CANDIDATE_V29_GEN__C0311__0FED6854CB199A22_9e6y_s917_0ddb553d07ef	10	10	5	0.3333333333333333	false
CANDIDATE_V29_GEN__C0311__5A3F5D42E90F64A7_8x6b_s917_17f87287b2a1	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0311__E40C411844235820_8x6b_s917_0cf6859a8073	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0324__062517E083DA007A_8x6b_s917_209019c3230d	10	9	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0324__705D565A239DA688_8x6b_s917_1b987aeddcbf	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0324__CA394C971936E543_9e6y_s917_11253d9df293	9	10	5	0.35714285714285715	false
CANDIDATE_V29_GEN__C0348__0B8A96AD17EEB489_8x6b_s917_1c7eaed17175	10	9	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0348__18C6E5B1C9CD6BAD_8x6b_s917_0b971e263e35	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0348__18C6E5B1C9CD6BAD_9e6y_s917_188838ed3396	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0348__288E0865EE68A8B2_9e6y_s917_0be79f014729	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0348__67842885D9CF6BA1_8x6b_s917_18e786a3ec5c	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0348__67842885D9CF6BA1_9e6y_s917_0ee3d0fcef0d	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0348__BF5DA584DD97F646_9e6y_s917_11bd02c71065	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0348__EFA21C0205C369EE_8x6b_s917_11232607bda8	9	10	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0354__47C44A19876DA521_8x6b_s917_0f516391e586	4	7	4	0.5714285714285714	false
CANDIDATE_V29_GEN__C0354__A71A30587B35EE1E_8x6b_s917_187762c2f250	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0360__A590B8FAA06CAB2E_9e6y_s917_198be7462ff6	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0360__C2A403C4989CB9D1_8x6b_s917_1b844e68b7ff	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0360__D85667901209D43D_9e6y_s917_1a079cdf88cc	7	6	6	0.8571428571428571	false
CANDIDATE_V29_GEN__C0360__E303F6B04BF4D802_8x6b_s917_23f0a6ded35b	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0379__5014E295911A2DEB_9e6y_s917_17f4ec0d8a61	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0379__F4E751BBAFD7EA77_8x6b_s917_1b693aa0ae2b	10	8	4	0.2857142857142857	false
CANDIDATE_V29_GEN__C0409__0B5B9AE5E6F56BAF_9e6y_s917_18fa553307b9	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0409__41BFAF91FCB0EC3B_9e6y_s917_243f489297f0	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0409__70E1529B826ACB14_9e6y_s917_1a450559b13b	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0411__6856635D21BE7D2E_9e6y_s917_0c1d2572fc9a	7	8	5	0.5	false
CANDIDATE_V29_GEN__C0411__BE76690B84110B76_8x6b_s917_2485276d4392	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0411__D4D9712BF112E22C_9e6y_s917_1b0152853b8b	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0418__0B5329A9B45B3FBF_8x6b_s917_1bbdb34a0fec	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0448__302C40AB55A43A1A_8x6b_s917_1a35dec1650d	7	10	4	0.3076923076923077	false
CANDIDATE_V29_GEN__C0448__A05E1FFE99F642E2_9e6y_s917_121b70e6037c	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0448__E3163F6A86592E0C_8x6b_s917_194255690377	8	7	3	0.25	false
CANDIDATE_V29_GEN__C0448__E58A46834BB5847A_8x6b_s917_0cc2e5fc1229	4	4	4	1.0	true
CANDIDATE_V29_GEN__C0474__53AA8BF6B8CC5B62_8x6b_s917_1233144f789b	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0474__7813504D713C6F70_8x6b_s917_10f3d4f404c2	10	7	3	0.21428571428571427	false
CANDIDATE_V29_GEN__C0474__82E71609094DF3B4_8x6b_s917_234980dc30f7	10	8	4	0.2857142857142857	false
CANDIDATE_V29_GEN__C0474__DC3E832CF15F4F2F_9e6y_s917_192802bc6f9e	10	10	9	0.8181818181818182	false
CANDIDATE_V29_GEN__C0474__EB175F8EFE2CAC4F_9e6y_s917_1ca1911ac354	9	10	8	0.7272727272727273	false
CANDIDATE_V29_GEN__C0495__011326C2B11716B1_8x6b_s917_0fd7d8283397	9	10	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0495__BF3A46ED1C15A2D2_8x6b_s917_1bfa17ea7639	10	9	9	0.9	false
CANDIDATE_V29_GEN__C0495__C8B62934CE04BB70_9e6y_s917_1d450e5ee1eb	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0502__0CE78841C4A22ACB_8x6b_s917_0e45efb0d8e9	10	8	5	0.38461538461538464	false
CANDIDATE_V29_GEN__C0509__973998AE6F846AFF_8x6b_s917_1c69666b604b	10	9	7	0.5833333333333334	false
CANDIDATE_V29_GEN__C0514__17F6582C6ACCB74D_8x6b_s917_1131daf279fa	8	10	7	0.6363636363636364	false
CANDIDATE_V29_GEN__C0514__3F8AB69E5874284A_9e6y_s917_1a03d58caa4c	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0514__5F7F9FA443635D02_8x6b_s917_0b5383a08851	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0514__9D773066A67C6CED_9e6y_s917_0ad6756c956a	10	10	6	0.42857142857142855	false
CANDIDATE_V29_GEN__C0514__B0D3C785DBE155B7_8x6b_s917_16d5305ec5d9	10	9	6	0.46153846153846156	false
CANDIDATE_V29_GEN__C0514__E365CD8B42CDF026_8x6b_s917_0a8fb25c51b3	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0518__5480DCC1943E14B5_9e6y_s917_1dc8e0018c2b	9	9	8	0.8	false
CANDIDATE_V29_GEN__C0518__787D026B06119C5E_9e6y_s917_1393ecd9beb3	10	10	8	0.6666666666666666	false
CANDIDATE_V29_GEN__C0527__176D02340BE0A172_8x6b_s917_16930209fa68	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0527__1EF1B00BF869031A_9e6y_s917_1158237cbb78	9	5	2	0.16666666666666666	false
CANDIDATE_V29_GEN__C0527__5D4139FD62F38498_8x6b_s917_22f34161b0ae	10	7	5	0.4166666666666667	false
CANDIDATE_V29_GEN__C0527__C2F9F3676A996C4B_8x6b_s917_1f8721a202dc	8	10	5	0.38461538461538464	false
CANDIDATE_V29_GEN__C0533__65D0A9FB4867FB63_8x6b_s917_14f43ec164e4	4	5	1	0.125	false
CANDIDATE_V29_GEN__C0533__664A556D7DA6B8C1_8x6b_s917_0b2a37479af7	10	10	7	0.5384615384615384	false
CANDIDATE_V29_GEN__C0533__CDB61CBC515BB0C6_9e6y_s917_14ce3a53c5fc	8	8	4	0.3333333333333333	false
CANDIDATE_V29_GEN__C0533__D0384D9B976DEAB9_8x6b_s917_1459df4526ee	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M00_9e6y_s917_11726e7037ca	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B05__M01_8x6b_s917_1d62f20f4861	10	7	5	0.4166666666666667	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B07__M01_8x6b_s917_0cd3a3df5056	10	9	7	0.5833333333333334	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H1H3__B03__M00_9e6y_s917_1c72a80e8ef9	10	10	6	0.42857142857142855	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B04__M01_9e6y_s917_1fb79156e1f7	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00_8x6b_s917_11bcd118e3f0	10	9	6	0.46153846153846156	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00_9e6y_s917_0b93d09bc0c2	9	10	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B01__M01_8x6b_s917_10f5dd8d084e	10	10	6	0.42857142857142855	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B04__M02_9e6y_s917_19530cdca819	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B11__M00_9e6y_s917_1bf7e4b70b2b	10	9	6	0.46153846153846156	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M01_8x6b_s917_1d785a91e2d5	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B03__M00_9e6y_s917_22339bd7a988	6	8	3	0.2727272727272727	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00_8x6b_s917_25b2ff4150d6	10	8	7	0.6363636363636364	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00_9e6y_s917_14de29c9206c	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00_9e6y_s917_22f6bc180c1d	9	10	6	0.46153846153846156	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M02_9e6y_s917_1faa6fc9c937	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B08__M02_8x6b_s917_24640e6c152f	7	6	6	0.8571428571428571	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M02_9e6y_s917_1c3d0a709b09	10	10	9	0.8181818181818182	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B08__M02_8x6b_s917_0bfb58430ecc	10	6	6	0.6	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__C_CROSS__H3__B01__M00_9e6y_s917_24915e153f1b	6	8	6	0.75	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01_8x6b_s917_18b460c03c5a	8	8	6	0.6	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01_9e6y_s917_0dc87c14d083	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B02__M01_9e6y_s917_10587fe93940	8	10	6	0.5	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B08__M00_8x6b_s917_0c1e6cb0b507	9	10	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B05__M01_8x6b_s917_106c07aca920	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H3__B04__M02_9e6y_s917_11b0d2a44198	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B07__M00_8x6b_s917_0e261f25cb43	10	9	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B06__M02_8x6b_s917_0c4c2e62e28e	9	9	5	0.38461538461538464	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B10__M00_9e6y_s917_15f54e9f621e	10	9	7	0.5833333333333334	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B06__M02_8x6b_s917_108ef5841e1b	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B08__M02_9e6y_s917_124a56662bf9	10	10	6	0.42857142857142855	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B02__M02_9e6y_s917_140f7dd744ba	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B06__M00_9e6y_s917_1db8cbd7800e	10	10	8	0.6666666666666666	false
