job_id	own_model_count	rli_model_count	common_model_count	model_jaccard	model_set_exact
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__C_CROSS__H1H3__B02__M01_9e6y_s917_0b76ad9786c4	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__A_CENTER__H3__B01__M02_9e6y_s917_114fdc80ee1c	9	10	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__C_CROSS__H3__B11__M00_8x6b_s917_1a6dd2b53819	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B01__M02_9e6y_s917_1c8377ba7d14	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B08__M01_8x6b_s917_18ba43ce6eb5	7	9	7	0.7777777777777778	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B02__M02_9e6y_s917_16e181b21203	6	8	4	0.4	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B03__M00_9e6y_s917_17824177f123	8	9	5	0.4166666666666667	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B10__M00_8x6b_s917_1ca4a2f100c4	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B11__M02_8x6b_s917_20c08f340528	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H1H3__B02__M00_9e6y_s917_0e2c64b8b201	6	9	5	0.5	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B02__M01_8x6b_s917_0d0ea6df53af	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__B_LOWER__H1H3__B02__M00_9e6y_s917_0e17b509f36a	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B07__M02_8x6b_s917_1655b4da4cb3	9	6	5	0.5	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B09__M01_9e6y_s917_15f4485922ee	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B08__M01_8x6b_s917_108ba1166af0	10	8	7	0.6363636363636364	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__B_LOWER__H3__B08__M01_9e6y_s917_12e43800d99e	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00515__B_LOWER__H3__B03__M00_8x6b_s917_191f2f0c79cb	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__A_CENTER__H1H3__B11__M00_9e6y_s917_1791a57d2ae3	10	10	6	0.42857142857142855	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__B_LOWER__H3__B03__M00_9e6y_s917_102c3034ee34	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H1H3__B00__M00_9e6y_s917_0fc03f234615	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B01__M00_8x6b_s917_1924f6013ca1	9	8	7	0.7	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B09__M02_8x6b_s917_13e1d90941fc	10	10	9	0.8181818181818182	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B01__M00_8x6b_s917_0f97cdabe622	9	10	7	0.5833333333333334	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B04__M01_9e6y_s917_176b309f86c4	10	7	4	0.3076923076923077	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B03__M01_8x6b_s917_0f09984a8da6	9	10	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B07__M02_9e6y_s917_1cd0b2a87ca5	10	8	7	0.6363636363636364	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B00__M01_9e6y_s917_187aa831cac8	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B02__M02_9e6y_s917_19acc0fe8ad1	5	4	4	0.8	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B04__M00_9e6y_s917_158d05209f3c	10	9	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B03__M00_8x6b_s917_1f568928fa41	9	9	8	0.8	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B08__M01_9e6y_s917_1ea005c38a45	9	10	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B01__M00_8x6b_s917_172a9a62614a	8	7	7	0.875	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B08__M01_8x6b_s917_11cf9443cc61	10	10	8	0.6666666666666666	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B10__M01_8x6b_s917_231fd46200b0	10	6	3	0.23076923076923078	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M00_8x6b_s917_0d63acebcbc8	10	9	5	0.35714285714285715	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M02_8x6b_s917_19e5fd69944e	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01_8x6b_s917_1a25ad45be57	9	10	7	0.5833333333333334	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01_9e6y_s917_0cc6318c09ad	10	10	9	0.8181818181818182	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B05__M01_8x6b_s917_1b72afe62cd7	10	10	6	0.42857142857142855	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B10__M02_8x6b_s917_21e6eace9b05	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B11__M00_9e6y_s917_1a10b568cb95	10	10	7	0.5384615384615384	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__A_CENTER__H1H3__B07__M01_8x6b_s917_0dbed0b1380c	8	7	7	0.875	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H3__B04__M00_8x6b_s917_167877aa5dd1	10	10	5	0.3333333333333333	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__A_CENTER__H1H3__B04__M02_9e6y_s917_10f07090fd1f	10	10	9	0.8181818181818182	false
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__B_LOWER__H1H3__B11__M02_9e6y_s917_13e66d4831c5	7	10	7	0.7	false
