selection_order	node_index	source_shard	source_shard_selection_rank	release_rank	candidate_id	source_candidate_row_sha256	source_eight_job_ids_sha256	selected_four_job_ids_sha256
62	0	0	62	1129	NODE1GEN_120054_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb290_mpn07_arm_P5_qrg_L_backbone_P5_qrg_L_bb290_status_NEEDS_RF2_AND_DOCKING	30e2b8e5c064db44d03a6edf2d715de56bb43991b84a3eb75e39c1960a2d48bc	38a955aaef557bc0bf61ed4d9ac07358f5d59b551c70a8bdbfc1471a16702223	a2b31590a4dae73666d5fc7a84bf917140986000ae2fd5f443bce1ad56a89a81
63	0	0	63	1137	NODE1GEN_263347_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4DA6F2EF85469990	779cffb79a5874a78567cc1ea9b5425ae81a1e82f5ce15de80d510b4fd54989a	660173c3b42bd81807d55ccafad444cb849292f65b0083400ee1a6a8798ba0e4	21e14f9742292646861a21e1fd81be7938b86b5d78fc76a4b0137878817097b7
64	0	0	64	1145	NODE1GEN_084024_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb057_mpn08_arm_P4_qkg_L_backbone_P4_qkg_L_bb057_status_NEEDS_RF2_AND_DOCKING	54e71c59844a075fbf3f8e3934e9cb8b0867cd615bb2bf5c6553fc9102d27145	bbce3dfb152a40ba32689cbfc0efd522968e2924a90a2385a263f099dfbde438	f2aaaae76789543455045fcfb0d1f7ff39ae6b7d091aa274c1de6141b3545527
65	0	0	65	1153	NODE1GEN_178458_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7C9043349EDB80B4	1d35330756a1b39fef06a2f51f5c266509d5cad30c655b74f859b5b6e531527f	fb71b2e0be900f20ea5dbd841997e1528d2439fb0662256b045f52c59f169668	6794363dcc343387a400f055745e9e8927c85c7486c653522a6f12f9a2a45c37
66	0	0	66	1161	NODE1GEN_256088_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__35DD7CBB87A9E92B	28399b28713d671b6d37d8ef44640ee59b8b35ea8a148ba043d7f0a30ac6b0d7	4887a91bd36df2cb46fcbae4179fe8dd3ae00ca0eb8674142d6f0cabf28cee86	6ff55b0c7aa7a49f265c92a78255f278a687c0905828a8f48a4dc93d3372245c
67	0	0	67	1169	NODE1GEN_170557_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__FD32FDBE23EFC895	a845d9ecabc6346fa7da14d82f6475aad93b3b6020600c4cf5513f4d1503ef3f	a92ecaed71db6ffad835acfb170755654131eb297138dd66ae0d116cb93399fe	bd38cfa1265531ee1e030a28a12fdcabff9ec2bfcd42adaac97c798429a08e0c
68	0	0	68	1177	NODE1GEN_226165_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C4E265C2289F1D76	13927328af5893eec15ccf6f5a661d585e6cc265f2518353c99d0d7eac229297	8b558742983000a998ee0b84305c82db5c7444dcb1ac8c5814aed30c4c422449	8a29e16efacf338adf5df33d74b4b3258841d5eeb53f8116871f8f57b5a9dc9e
69	0	0	69	1185	NODE1GEN_266897_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__12F6E764A6B130AA	2439258fe39b2c000e086fbcf0b8960f3595077ac20b2f0bf7483e8c1fc6c754	1f24095735744582cb73900d5690ff019cc42d97c5db0e196a158c5303bdcee7	bd77b19de7015a17f279c3ea73ce804eae345ebe8c848a273700033b26e3e372
70	0	0	70	1193	NODE1GEN_093369_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb144_mpn11_arm_P4_qrg_L_backbone_P4_qrg_L_bb144_status_NEEDS_RF2_AND_DOCKING	99a24614f9ca1da6d1b0696829e68445ef3e182f65dd3cbd3b9f73a4412737e9	56caddb8fd61aaaa679726a419e018605c2aa8c5eb5ed77a3a9a467c84b21f39	489db06ff25d6e581a3ef49d61a578fc1b40fc5dc66313fca3461f15a42695b7
71	0	0	71	1201	NODE1GEN_158560_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2197D91D1A414C9F	8d945035555a9f871857af9078c4c0c4c520539abddd6662fb70758f3315d1dc	f4a8cb5aa733a28a4f5b8e9ca3c402f1abd02f6980021b6fc38992bb643de617	79dcc6defd6e81fdfb0729caed39baa42ab49a18242c61d445f5a3e8d63d4bea
72	0	0	72	1209	NODE1GEN_282103_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D06B316447894D63	d629820cdda4704ce7aca43cb16a00f94c18ebb29ba79a69303da3d22c34c5e2	d2b84dbabf9e512640b40f327666282f832cbfdb8b4a67b6706d6b15b8ceabe3	e1449877dd3e53773f5f793fa5be07a2314887fe876afa45e95e2ac03b076496
73	0	0	73	1217	NODE1GEN_019792_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb264_mpn01_arm_P1_qrg_L_backbone_P1_qrg_L_bb264_status_NEEDS_RF2_AND_DOCKING	c7a18712612ddc1dfb025c80be8310530e23b128c3f3b4fb4ebfd8add7dc23a5	3d035a27dd43e0cd1fc2eeb4909341fdb02b6b7de9313c41b09c539007a099d9	441ea95578bc4b411a1bb3befab4476b037737169cebef5a0cb76b630fbb6bcd
74	0	0	74	1225	NODE1GEN_092483_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb068_mpn03_arm_P4_qrg_L_backbone_P4_qrg_L_bb068_status_NEEDS_RF2_AND_DOCKING	372e7e035cd9169f2a7508c8b8886d38255cf079808d50b0002428a2b705b6fc	e94e3c0835f83eea90668ab1e593f5ff6c4c86cde703028a462f40f87567b792	1e5c85c38151b4b44ea1d1204864fe269768c6cc4d568e4ec0acb7657f7992ec
75	0	0	75	1233	NODE1GEN_252465_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__997757E823F61CBD	e41f2095b2c2f20d5f8b9577daa120d4e0b58f79d4f5c30bf37eeaff7c52d51c	37f3f9346761cfb522b6f2112b36c68ac461f20dd9053df9d09dfa2e1ed4b48a	7a517e2851c9d944d421e5667e7b6155ecefdbc8f7b97c6a006884edc607b23e
76	0	0	76	1241	NODE1GEN_077360_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb201_mpn08_arm_P4_ekg_L_backbone_P4_ekg_L_bb201_status_NEEDS_RF2_AND_DOCKING	404fa8e8322eeb6d5f6040b027f0b626faba36d0a2596ffe7a398a323edd9486	1d0c6cda3042916bb4ae0bf46da45a92f9f02eaa6762e3f91051be48000d3fcf	eb4cc06f31ab0008458b03c01f5ab125a75318f09e7d33dc1a83a774dc6adde3
77	0	0	77	1249	NODE1GEN_145685_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb346_mpn11_arm_P6_qrg_L_backbone_P6_qrg_L_bb346_status_NEEDS_RF2_AND_DOCKING	cb7218b8797b7e0214980986feb452f728f68bfd1403f75df08543a3a86eeded	ed35c2e68b164d1cca28c1d7ca6bc723b303f54fe9e43b142d32d06f6a371c57	f333ef7dabef7dfef77d35b24fa53e3fde718775ddbee8b75b0946ee320f7b2d
78	0	0	78	1257	NODE1GEN_180238_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E1CB61B5215516DF	3184c1294b6e2043ce28aae505cede43317a51f60451799432394ac421cef0ac	ea342496a6bb3339857de984a51dd9cae61634bed15e29caebed7ea8fcf04703	668f95b7279a8d63d81d7271f2511d2556572d5b1785e971d8f80b8fb77dc795
79	0	0	79	1265	NODE1GEN_054119_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb355_mpn06_arm_P3_ekg_L_backbone_P3_ekg_L_bb355_status_NEEDS_RF2_AND_DOCKING	79c00af3d779889f9ca88f3d7b6a19e72697ae24300d67f45100bce49daae038	9d66626c2b7d86b982592a2a33de7d0b3d2db23fc59734a1074c49631ecd24d6	bb64c52a8347691c49d21228db563d61f879f21fe58c83983df1788c6711203b
80	0	0	80	1273	NODE1GEN_199304_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A21750201FA9021E	92926107769d8f27aea230b103c2fa2fd15eb1e834c4ec30cb1baf5e18a246cb	dcdacb74c24dca91170b86672dbbe4fe6c03e7c9b368aefe53ef2b867721d0a8	3bb89177d0f0efc24bbc6942569b508d0f72f6e64ecb652ca7e207841d0d8d0d
81	0	0	81	1281	NODE1GEN_091905_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb019_mpn04_arm_P4_qrg_L_backbone_P4_qrg_L_bb019_status_NEEDS_RF2_AND_DOCKING	1cd9029fa8494b792cec1f2c25615917b2be9d6e33d2f1b86d60f4ce1547cd25	cdbdc775db07606b70e703fe03bee602b59dee24d70228538b0b66771e6526dd	26a6df4b7aaf3a131d324ca16bc9be6d52b0fa8aba1b9215e4fea54bb391b2de
82	0	0	82	1289	NODE1GEN_152098_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__41DB0C41EFD939C0	174c779a60dd1d0b31811ae1cdb9a3bd3d43cba4f4dc607deb0d50de403049f1	495d2038127a17be40e2f085851f342f8a4729986f2d5dc21ff5867726333209	695048c1971764bb8bed89f107e559fe22c01abcd16def4ac13fc8a73d8c9e94
83	0	0	83	1297	NODE1GEN_118100_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb121_mpn08_arm_P5_qrg_L_backbone_P5_qrg_L_bb121_status_NEEDS_RF2_AND_DOCKING	4cf5b92dae595b4ee2f1bd93cbda995528a03320385f47a058d47e21312677f6	95a2c88dc250523549d14efda5785b40e729ff06abf8c4353ea46d8f17f4ae9f	67bece636c2b7f858dd30ee17cdbc1b16f281b8174c5baa758231f0e480685ab
84	0	0	84	1305	NODE1GEN_078724_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb318_mpn08_arm_P4_ekg_L_backbone_P4_ekg_L_bb318_status_NEEDS_RF2_AND_DOCKING	fa8ee73114c7564aed18674dceef6455c040fd2e6e43287d6247bbd90aa02714	eb36b042e170cc1c6e1ae6be3fcdc819f2ce75e3a491bbda3eabcc8c25e59c08	f265ba0121aae02210ccd69dfcb94dc3fafc3fdcdfc26d1ae45220ab0f6410c1
85	0	0	85	1313	NODE1GEN_150861_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__903D133DB340F622	528df135adda3278ad2a338dc444030a72affe9b2c60a3fc26da7b80c5e298fe	12014f7c3146600aa22e70d317d8bcb7c6ffe1cfaaed812cd4fea3043c382bde	8b9a69fa80258fb95be18c3b4cf70d08c3a63cf7365229fb26bf8baba52d7967
86	0	0	86	1321	NODE1GEN_213611_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__23F11652BC7ABABE	fd10840e94625c0dff7f53b3bac621dae3bcff8c41acf98c6b3742522c5fa98f	7ac323b200c703c7f5f03e395fce9b308966b5a1ef3f0817951d61352d80d2eb	9ba9fd79b45e063e90434e73c168c5712b88187fe8adc1a8513a9a1bc11afe04
87	0	0	87	1329	NODE1GEN_011453_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb264_mpn01_arm_P1_qkg_L_backbone_P1_qkg_L_bb264_status_NEEDS_RF2_AND_DOCKING	8137cc23965b83a81ea916d69d7c23286e854e41dd3633261c6fd098707d5240	0f18ac03e71586d88d20284eae0aae5ef684dfd7d36871c90e533054c5a922f1	efaf6a1ff445cff083ee3b379cd93bd194ec40e11292281895095b86531d8796
88	0	0	88	1337	NODE1GEN_018587_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb160_mpn08_arm_P1_qrg_L_backbone_P1_qrg_L_bb160_status_NEEDS_RF2_AND_DOCKING	97a56086a46f3855b67a2c0c874346b8fcfb67a0db0e6861e2c5c1ee5201ec0d	c178405e4eb103c76cac2c7f653786f35cd38811912ad2c2fb7eda203be362a6	40ba723f89313abf7ed7825702f698fb030ac3d1f88907f17d81dc896f1daf68
89	0	0	89	1345	NODE1GEN_193135_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__6E4C89CD58D1246D	0e6cc0ba4314fc45b96d5c1ab426c4d091b42659e521bac6dd56aefecd6ad2a0	de807cad4e712425782472dba2d91d453dbdcf00bb81b79ef80c8831e1120e07	40d18974505466028849d0d50d1bdb2c32a2a3eba5b055d711ada15667be59e1
90	0	0	90	1353	NODE1GEN_100973_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb079_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb079_status_NEEDS_RF2_AND_DOCKING	e6acada8b6d6e2aaf85b2ae2260a2a73d7e51d9a4970fac33eff132da2eca0a8	84d2d15609d32b782d6c6510718939a414153d7a55a3408ba3dc4482fda04cc7	51ecffe096bcd724e05f07b555ca581134af0e759a5a1751be2e23bd85bb1bff
91	0	0	91	1361	NODE1GEN_119126_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb210_mpn00_arm_P5_qrg_L_backbone_P5_qrg_L_bb210_status_NEEDS_RF2_AND_DOCKING	5fae14b2ff7cdcb028e7b62d38e9d94978f1c659b6197c54c71dd9de1030a600	9f17f9b985a867a93ff1e5e4f150bb9ed3135183957ed01f92ee9d3451f9fd0c	4233eb391a65ead45b388566cf6c5fe9355a2f899efa14b02e2c986f20d64abd
92	0	0	92	1369	NODE1GEN_165387_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__FDBD2005893329D8	e8851b151d67f81a46bd919f33cc6a0a06fc14e3b78456e18aa8eab84bd60400	9ea9f5d8bcff77142cf4ef2c2bb2ed083002a0f18ed5dea5204639efb727c767	c43f76ad7339ae9c63623699216c76dcb6b2633fe895d6e1016d14e273a8e40f
93	0	0	93	1377	NODE1GEN_109655_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb110_mpn10_arm_P5_qkg_L_backbone_P5_qkg_L_bb110_status_NEEDS_RF2_AND_DOCKING	254595fabbb785cc0763dbf8206ba8e2e6feeddacfb6c1439ce2cb5b326a2635	6af4f82b07bf479e8667bb83a38154b67ed39af9882631eabacf192d78eb5e5d	617dc61928a40564239ec609e768b09e5439f43c25fca50cef38f3105b1939d4
94	0	0	94	1385	NODE1GEN_158108_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__412E4010E0FB5B15	3b2817b100089c902fb543ed91cf165253a45c89318a73c8b5676f032073d43a	3ec62dd1d50ea54e7b56cfcf12b130c3ed9c2957e031861a156594a0dbfa65a2	138de857bc93b496230495d44c3ad2196c1a175be370549068d603aa5aabc28e
95	0	0	95	1393	NODE1GEN_068578_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb162_mpn01_arm_P3_qrg_L_backbone_P3_qrg_L_bb162_status_NEEDS_RF2_AND_DOCKING	bf39e65c41ca9d884ccb08297fd24aa6484d261a17985bd080d4186fc4f9b0f2	aed79ec9ff863aa6cc4019ab6cd2e109c59722362d18aba90047f0d069dbabbd	eccad8df35a385002b0b7d75bb02b229ebf166531cfeef8902cc5353d00cfbc4
96	0	0	96	1401	NODE1GEN_084635_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb109_mpn08_arm_P4_qkg_L_backbone_P4_qkg_L_bb109_status_NEEDS_RF2_AND_DOCKING	a83a0f60cb9df6d97bcc67ff9c1f2ba59576e96501084e077f9db6dc53555a5f	d9fe8ff0d7dcf84345b2231ddacf59f3ed76d7092ca258199b2874e8ca9e8728	c53a877025424ae218a2fba76d8533b4b65bf02a1f14a572b80eb3bff9109ded
97	0	0	97	1409	NODE1GEN_151056_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E1FB34323443BB6C	1ce6e13dfe03706d6aaeafaca3fa2365cb680ddb355faaf589742bd285f2c4ea	783e3913c59d73be709ed231c58499340f29fefa804e643c76c58e5a4953fcf8	adbd18968b27d68d9517aee199545488977cbd65b5f1ae335de3749450afdc51
98	0	0	98	1417	NODE1GEN_182427_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__82E446FC2D28FB71	86a0098d25c7db13b2638a31ae26fdc666935e0ccb15ae40a8ce3bffed340e7d	4cdec6909b8c3a806bc0b0eceb817edc6168a6b9d008643df51be7102a2c70d6	00599365a2f582ab23148142d4749434313b6ea9a74a17450fc5e529b05eeeaf
99	0	0	99	1425	NODE1GEN_043473_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb152_mpn07_arm_P2_qrg_L_backbone_P2_qrg_L_bb152_status_NEEDS_RF2_AND_DOCKING	8fe8b27b63cb048fd5682b87de5ac3c4206b6e1bb7726b650d58374e14a94818	a3e444e3745e4fdca4e3a051064a4c77402ac552a318005b79a174b84c384177	32e4e6a8bb72a81edcb6ffec4f521434c3a8f5e6001c8e1f1707ed11aa5478e0
100	0	0	100	1433	NODE1GEN_010051_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb144_mpn01_arm_P1_qkg_L_backbone_P1_qkg_L_bb144_status_NEEDS_RF2_AND_DOCKING	bfc3c9fbd4c32fb161e1bc0b5f2c7e91b78f4bc6b2014e4aeaa04d2f5cbf637f	6511aeae68242dbe134af9b85014eb8064fc9f0a816ec0f3dda4aaefd1a0ad64	53579fc0035491c96c0ab618e99b6d719a8e9b1989a174b608512c9d0a989825
101	0	0	101	1441	NODE1GEN_109372_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb087_mpn00_arm_P5_qkg_L_backbone_P5_qkg_L_bb087_status_NEEDS_RF2_AND_DOCKING	acd124fe325d52091643e9f87a34236725a3b53725fd5a97b38cc7c9cc89a43b	06af65b35e4d6732c114a0261a66dd1156e31250a607070431eaf6398f52e8f7	be8f16bca35954bf23b1e22b7baa7ff4ab491a7c3895b830c3001b577e3de397
102	0	0	102	1449	NODE1GEN_108921_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb048_mpn06_arm_P5_qkg_L_backbone_P5_qkg_L_bb048_status_NEEDS_RF2_AND_DOCKING	d48b7f594ac30005293ec44ea27fb1484259f5df10f01b0fd316c9fd2e6ba42d	56863163416b05dae80db796f352c8645a5c2f11de5579e01711d0d858a1b22b	298311b700b7e199a1d3e39e52b4754734a75bbdb8fd87e1d34981e73dcf9979
103	0	0	103	1457	NODE1GEN_143331_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb144_mpn01_arm_P6_qrg_L_backbone_P6_qrg_L_bb144_status_NEEDS_RF2_AND_DOCKING	b5217e07118cd1130942554669f9ab2f2487a9465990ac6a294b65f2692afb92	c7f235174620dbe58e71895c979993d6382f71ff8cedc7e45c463c0dd8674f33	bc4b9f7247cfac295ab8ea3451a491305ed40b52dd9fbd8cee3f695293d0edc4
104	0	0	104	1465	NODE1GEN_037077_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb320_mpn07_arm_P2_qkg_L_backbone_P2_qkg_L_bb320_status_NEEDS_RF2_AND_DOCKING	191a8338016a9c167d4d8ea173baa6121184d74cd18ad34cb1a6e5dfb1e9b114	0435ef6c7188a3d09dcd618860b5d1cb52c7bf8bf4d6486d1c516b0d8680d9aa	bc4c3f389257db1ebbbfa537c4dcf62bf6cd42ad4575f44eeafc3d51e1525d70
105	0	0	105	1473	NODE1GEN_155854_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__AFF29A97AA502181	68b0c745f0540530918b5e5ee6f3c3baa91b5dc4c6140eea1583dc7c8a533a9d	4805697046e3c85b7c7aae7044e17d48aeafa544ff28f20c239f8fb146fe56c1	548bba9dc69199b5e2f169851f64c2a5ca156d84717d3265ca764e2d03688cf9
106	0	0	106	1481	NODE1GEN_002989_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb252_mpn03_arm_P1_ekg_L_backbone_P1_ekg_L_bb252_status_NEEDS_RF2_AND_DOCKING	e5ee837f2f73d430047f724113e91d2d9e78feae0b27a462e2bc880c77742a90	53c27c41ceff7dc04505bcced2aff824354805362ac4b23a8ab91fbdc730759a	5dcf859d4de8410a7c8b66b1cd7fbbb4658d0eebe38e183b75ac6cb82ffd543e
107	0	0	107	1489	NODE1GEN_181854_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__109CEF3E8A2F610A	5207dd25ade258ae1c39dad0ae6a9dd94757109a5d61090fdabfcb83eac422cf	60eb05cd56c19fb81de24b239a89001347645a61bc563fbeebd633f1be274f09	366e8c71438883972bdaaeda98a0ac3bf73ecc811955d32d4cca4bdc7e656692
108	0	0	108	1497	NODE1GEN_077957_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb251_mpn11_arm_P4_ekg_L_backbone_P4_ekg_L_bb251_status_NEEDS_RF2_AND_DOCKING	ee7f3d55ab004e099c25d8fa5f4bd505942cb1c87df00cd85c97f2df093a62be	9492135723a3e8a87e3ec86a365177e419577f5a994348b92148c028a9f21938	48f35d824190a2fe00b5f8a1579f23ff6a54f94342047f51179de81e3a7218d9
109	0	0	109	1505	NODE1GEN_142699_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb087_mpn04_arm_P6_qrg_L_backbone_P6_qrg_L_bb087_status_NEEDS_RF2_AND_DOCKING	3e4e8897b31b6bb21ff0b79dbde9fb07c4c8bc3f30c5ddd03cf4c49188f916bf	cea09917fb1568165e06e75ebb295c2da3f3f518d91f3bf0777c909c28756542	c51dec30b849f849e4d718795755e7e173a490fd3308c1ede5442d2f6ec51f83
110	0	0	110	1513	NODE1GEN_052840_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb244_mpn10_arm_P3_ekg_L_backbone_P3_ekg_L_bb244_status_NEEDS_RF2_AND_DOCKING	620a05ce51c76c129a60c523249f90d8140e4a12817b5847fa1378bbf998c017	4c7a9e2002d34524ca1bd96f82afc26209fde9fca370007fb64a7bc0f3e10a99	87309d1cfcd744424441b6a2b626b67d67a797021942473c8dbb67f331017934
111	0	0	111	1521	NODE1GEN_284197_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__DB657FEF0BD95C5D	b61860bfdec96b7e203ef1b932f95eed95ef5ed9c5e0e525baac34c82ecd36c5	dea2ca2567ab238162c4ae045cb127e42e845303d0a7828426ea63807084bf7e	0df56731cec634f81a0666042df8409e1330303d670d2ac0ecfb235c2e4225da
112	0	0	112	1529	NODE1GEN_188632_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__737B13CFF639AD79	4b7278f76b1b505238c54813cc64491c9e78348adf5d4ac6f2c88f2049df5ab9	d9b650778e244ebe9fb71913652dfb23c46f595aa197ab636d800b7728cddc66	daaed351f5823891e3ab2d6c99469cd9929bc60c67b1f2f493471e382701ee2e
113	0	0	113	1537	NODE1GEN_142256_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb049_mpn04_arm_P6_qrg_L_backbone_P6_qrg_L_bb049_status_NEEDS_RF2_AND_DOCKING	d97217b3b79e0a5f3063f129cc050d2bb8b98e490e3e24f2c19c4960e0393dad	54984d80549ed4044a7bc917d33eb26bf6d6108b6c78e564942f78116a6a559e	91b60f6f1966796e7219baecaf9508bc8c9900137c495a0cfd504074c1673979
114	0	0	114	1545	NODE1GEN_244084_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C4570FB3F3ED37ED	742117c00cb023a1784974507c3541b2dd76387002eaa72d3cafa52b926152a2	cd362953d6b123e8c5c5b404cf8e7f358712b67e5ac3a36c3fda87efec3f23ea	eda3e2233c691e001e2903484c6365fd9b656e5be8373c9f675880fc94f35c5e
115	0	0	115	1553	NODE1GEN_003053_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb258_mpn03_arm_P1_ekg_L_backbone_P1_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	d73aaace77f76c672aaf56e19694508359a1e4694e4d012c0fc74752e6d5aa12	cf280b8c00501630403d69183f8129a7358a95a4b3c0e1b890657392c5807f77	400c6f93e68f98ce7c5dadd1b9681de34a49e0694ccd1ddc83ce0c1f92180d0f
116	0	0	116	1561	NODE1GEN_111244_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb249_mpn03_arm_P5_qkg_L_backbone_P5_qkg_L_bb249_status_NEEDS_RF2_AND_DOCKING	42f0df5136e9f97688af39a65a8700bcb855ed236eb71c7074b0753359ab8da7	124bc36fd3518dcd00ecc7712d15832a5a815361318d798a43bdb5c94989ef9f	b406ef8b2be03079a7a3b6df4edfa811c2e86b8e44ba50ee1bca1e4a50860a6b
117	0	0	117	1569	NODE1GEN_199919_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__AFA01E36E02A18FE	60acfadb1ac67776470a84cae0004a36cf0ea8d99bddeb2f0a6374766ed63fe5	f844b8248cc4d56d54f5235b3af56dadb616f97fbe17499c5fb424a927299c45	89b2d7323107ce651c3c84bba743a0521a52cb45fcf7bb560a13aedee90eece5
118	0	0	118	1577	NODE1GEN_137047_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb320_mpn01_arm_P6_qkg_L_backbone_P6_qkg_L_bb320_status_NEEDS_RF2_AND_DOCKING	1163db073b2f7a81e59c3c276effa7cba84801aa1b666db9f390c9e83750bd4c	5221ae810e79769d4a3c5dbf6d44c5db804576f9f0fa305027b2f1d512c2747e	cca29dc493d14bde5e6a2b9bd319c7969b183caa8782af609e154016c1d39426
119	0	0	119	1585	NODE1GEN_076052_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb088_mpn07_arm_P4_ekg_L_backbone_P4_ekg_L_bb088_status_NEEDS_RF2_AND_DOCKING	62852b2bb1a005345c170b724d85bfe433f9a85693dcad2d406997c9c649369d	9f92dbd3379252086c2a32d36c4fb55dd6ba30c5a9b3a964b3be18d09e54e81e	1e8f70cfe61977cd6cc2fdb790bf299d5735be9c49e4a39c3802b32996d4b0bc
120	0	0	120	1593	NODE1GEN_171673_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2B8F29E0C5BEE546	f68809b49d2fcf4e1162c0f6a9319f648e03da7579565e13e2629c00c98a075b	f55ecce44d71ec8db0b3e08e87d60d5dd51b86fb1a5e808f850460b18373ba98	a7532e7b455eea5583a9f480d7cbd71030196278c176d40ee21094e16fc0a35a
121	0	0	121	1601	NODE1GEN_085217_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb159_mpn04_arm_P4_qkg_L_backbone_P4_qkg_L_bb159_status_NEEDS_RF2_AND_DOCKING	010f0c6e9464f6059ef528bed617fc57436c7e11ad480c67045e8c61b2806217	848fc03ea0804ed0f3c771ac84c30990e11f0fef59386cfd6b28f02a19f91527	146b4844ed47fe017b99b8e6a198ef074848cddb02d63836c7735e5ace6d9e98
122	0	0	122	1609	NODE1GEN_100206_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb015_mpn10_arm_P5_ekg_L_backbone_P5_ekg_L_bb015_status_NEEDS_RF2_AND_DOCKING	c28c5336c3396c63f8ffaec636f2ddb383b2f07154643cc1b5e9dd9bb2aacc53	f73119b49e25628e95f42391a7a5165dee73cceb3f66aee5dbb9c6a1889acece	813335e813a1583e269542b27db426e7b97b3f7758876671db6f8dcf1caedc25
