candidate_id	job_count	seed_count	complete_seed_count	stage1_any_strict_dual_reference_job	stage1_any_broad_dual_reference_job	stage2_any_seed_dual_conformation_strict	stage2_any_seed_dual_conformation_broad	stage3_two_seed_dual_conformation_strict	stage3_two_seed_dual_conformation_broad	strict_seed_passes	broad_seed_passes
P1MCPUFP__CPUFP500K_0001__00487	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00489	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00492	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00497	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00498	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00499	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00503	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00507	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00508	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00510	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00511	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00520	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00523	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00524	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00527	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00538	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00547	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00553	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00554	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00555	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00556	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00563	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00580	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00581	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00589	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00605	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00611	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00617	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00636	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00647	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00664	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00672	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00677	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00683	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00685	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00691	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00694	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00704	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00705	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00709	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00717	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00727	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00730	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00736	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00738	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00749	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00757	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00759	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00760	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00770	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00773	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00776	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00778	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00785	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00791	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00792	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00795	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00797	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00807	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00809	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00814	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00819	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00820	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00825	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00829	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00831	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00842	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00852	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00854	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00859	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00860	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00864	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00873	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00875	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00883	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00900	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00901	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00912	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00924	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0001__00938	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00109	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00214	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00232	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00338	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00367	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00428	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00498	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00512	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00519	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00546	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00562	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00568	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00583	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00606	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00647	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00766	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00789	4	2	2	True	True	True	True	True	True	2	2
