candidate_id	job_count	seed_count	complete_seed_count	stage1_any_strict_dual_reference_job	stage1_any_broad_dual_reference_job	stage2_any_seed_dual_conformation_strict	stage2_any_seed_dual_conformation_broad	stage3_two_seed_dual_conformation_strict	stage3_two_seed_dual_conformation_broad	strict_seed_passes	broad_seed_passes
P1MCPUFP__CPUFP500K_0083__00460	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00470	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00535	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00548	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00583	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00601	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00605	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00611	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00635	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00699	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00717	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00744	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00746	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00815	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00827	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00845	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00857	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00880	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00881	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0083__00916	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0084__00161	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0084__00346	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0084__00486	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0084__00567	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0084__00856	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00300	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00304	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00396	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00492	4	2	2	True	True	True	True	True	True	2	2
