pose_id	source_candidate_id	source_molecule_name	source_pose_rank	source_pose	source_pose_sha256	normalized_pose_relpath	normalized_pose_sha256	normalized_vhh_chain	normalized_target_chain	vhh_length	target_length	loop_string	seqs_per_pose	temperature	physical_gpu	worker_slot	status
FPMPNN_080_case02_pos_09_39H4__pose08	case02_pos_09_39H4	39H4	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose08__cluster_2_model_7.pdb	6a8f7d4baf4acd9754d11f17e138f23c4cd52b3eca918cf5bc43abd06bacd509	poses_ht/FPMPNN_080_case02_pos_09_39H4__pose08.pdb	4ddd4c1aab4af0032c00f9b5ea441ad3192f2d3fde4c122520d2c99a393fdf8c	H	T	120	103	H1,H2,H3	1200	0.2	3	2	PENDING_SMOKE
FPMPNN_081_case02_pos_09_39H4__pose09	case02_pos_09_39H4	39H4	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose09__cluster_3_model_1.pdb	56d7871f2b6045b127e6a21535fe00c4dd9b1bdc54f4707e98c8ba829448149a	poses_ht/FPMPNN_081_case02_pos_09_39H4__pose09.pdb	db1004362df63133a92c7866a80f60fbf03c515a23b99720991216a78380cc67	H	T	120	103	H1,H2,H3	1200	0.2	4	2	PENDING_SMOKE
FPMPNN_082_case02_pos_10_151H7__pose01	case02_pos_10_151H7	151H7	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose01__cluster_1_model_1.pdb	5b8fae335126f3d6a6fc698a0cd3175f0a66c35d431edf6192225938a90f7997	poses_ht/FPMPNN_082_case02_pos_10_151H7__pose01.pdb	d302a0ed38e71b4708a10e235acbd54b84e15b2e7c5f3cef85cbacac0d97230d	H	T	127	103	H1,H2,H3	1200	0.2	5	2	PENDING_SMOKE
FPMPNN_083_case02_pos_10_151H7__pose02	case02_pos_10_151H7	151H7	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose02__cluster_1_model_2.pdb	e6d3d94cbcfa8e0c1cea398a8068956490e8ec4bb86c29af23d3334262f2c5df	poses_ht/FPMPNN_083_case02_pos_10_151H7__pose02.pdb	bad58e3806a261a5f623003d5cc500e027b16272e59c6f67dc1930ba3e58e2ba	H	T	127	103	H1,H2,H3	1200	0.2	6	2	PENDING_SMOKE
FPMPNN_084_case02_pos_10_151H7__pose03	case02_pos_10_151H7	151H7	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose03__cluster_1_model_3.pdb	c6944959b7aa432eb77c9f6fb0d5008e982cf544bfb04f1a6974e95c31a24b76	poses_ht/FPMPNN_084_case02_pos_10_151H7__pose03.pdb	0b44753fcea573fdaa7788107a8058c82cc879f3dc4eae98b759b2bd9178b376	H	T	127	103	H1,H2,H3	1200	0.2	7	2	PENDING_SMOKE
FPMPNN_085_case02_pos_10_151H7__pose04	case02_pos_10_151H7	151H7	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose04__cluster_2_model_1.pdb	014df9761c4e392974a8803cc82e1205d161d752415195fdf14b6d12a0d9e830	poses_ht/FPMPNN_085_case02_pos_10_151H7__pose04.pdb	05025bc326479d1ec44cab9517b754abfd79c6d733caef4b3ac487fd84097347	H	T	127	103	H1,H2,H3	1200	0.2	1	0	PENDING_SMOKE
FPMPNN_086_case02_pos_10_151H7__pose05	case02_pos_10_151H7	151H7	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose05__cluster_2_model_2.pdb	8b8de9cdc30d21258f2f2a1aacc274a2bf1eae223e15bbb4c7e35c4a1e5f5531	poses_ht/FPMPNN_086_case02_pos_10_151H7__pose05.pdb	f0863d106ac22a7b00b3a2ba8024c16614b79f01a66f19b129565851a7f6559a	H	T	127	103	H1,H2,H3	1200	0.2	2	0	PENDING_SMOKE
FPMPNN_087_case02_pos_10_151H7__pose06	case02_pos_10_151H7	151H7	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose06__cluster_3_model_1.pdb	809e95afea760bea492df0ce4147d9b0be75306ea3c5c94512f68ca1bae68b5f	poses_ht/FPMPNN_087_case02_pos_10_151H7__pose06.pdb	a718465b484baf6baec746ad9f4450ddfa979aea58885b27115d981cd61cb024	H	T	127	103	H1,H2,H3	1200	0.2	3	0	PENDING_SMOKE
FPMPNN_088_case02_pos_10_151H7__pose07	case02_pos_10_151H7	151H7	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose07__cluster_3_model_2.pdb	0c50d2a744931c9860005c73e1fee9bef5c38958c215e5126662f1a30f34fbd2	poses_ht/FPMPNN_088_case02_pos_10_151H7__pose07.pdb	67fa4d95f94529d64b2bd6c4693088984972a8bba5ac4a93c8dd5655c8236b7e	H	T	127	103	H1,H2,H3	1200	0.2	4	0	PENDING_SMOKE
FPMPNN_089_case02_pos_10_151H7__pose08	case02_pos_10_151H7	151H7	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose08__cluster_4_model_1.pdb	6ffb1e0647041395b4ecd7b035b0f069e24150a5d032f1520a6a5d940c0a8200	poses_ht/FPMPNN_089_case02_pos_10_151H7__pose08.pdb	a9a430d4ed8fa89c3407d7cfd85e06f1c3968dee6c17b7b271ba9a23bf385229	H	T	127	103	H1,H2,H3	1200	0.2	5	0	PENDING_SMOKE
FPMPNN_090_case02_pos_10_151H7__pose09	case02_pos_10_151H7	151H7	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose09__cluster_5_model_1.pdb	f67012f3b1d734d15d22b94628bbe664cc57edcc46c28762c55cfea720e827ac	poses_ht/FPMPNN_090_case02_pos_10_151H7__pose09.pdb	0eb956430fd4e247095d8f00341673e45a6cae19b01058ee6af9162215376e61	H	T	127	103	H1,H2,H3	1200	0.2	6	0	PENDING_SMOKE
FPMPNN_091_case02_pos_11_151H8__pose01	case02_pos_11_151H8	151H8	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose01__cluster_1_model_1.pdb	c828b5833658243c74b69317fba32c04a0d65b1345a565c9662a598cd765642f	poses_ht/FPMPNN_091_case02_pos_11_151H8__pose01.pdb	fa8b31af99712f85ab8a2e79a0d78c325db085289102c6cc4d347de6fc16eaf8	H	T	127	103	H1,H2,H3	1200	0.2	7	0	PENDING_SMOKE
FPMPNN_092_case02_pos_11_151H8__pose02	case02_pos_11_151H8	151H8	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose02__cluster_2_model_1.pdb	910d03fe03994b3077f19f5af29d4e49b71eaba6d3c6ad25dde8e04d882c8684	poses_ht/FPMPNN_092_case02_pos_11_151H8__pose02.pdb	52b881549841c1a9b4db0a8cfcf37ad38d24322f0e21c9d319effa28b4db7194	H	T	127	103	H1,H2,H3	1200	0.2	1	1	PENDING_SMOKE
FPMPNN_093_case02_pos_11_151H8__pose03	case02_pos_11_151H8	151H8	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose03__cluster_2_model_2.pdb	c49876b9e9d21af1cbd2e2f7f31a9d1912a049d8e8b2e030ce6f1357361b4f3b	poses_ht/FPMPNN_093_case02_pos_11_151H8__pose03.pdb	3fa6d4bc2e4c8d1277f0ff5271fe9526297b9ffac94777a0f954b17e98a9624a	H	T	127	103	H1,H2,H3	1200	0.2	2	1	PENDING_SMOKE
FPMPNN_094_case02_pos_11_151H8__pose04	case02_pos_11_151H8	151H8	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose04__cluster_2_model_3.pdb	dea2ac4611671c9f654642eb7ce64d498191de0d59b8251df4bb97bd1d3d84a2	poses_ht/FPMPNN_094_case02_pos_11_151H8__pose04.pdb	29a2c75bd5aa3cbe7be05ab61ac514bceb7edf0d1ce5f84192e6ef1336a32d69	H	T	127	103	H1,H2,H3	1200	0.2	3	1	PENDING_SMOKE
FPMPNN_095_case02_pos_11_151H8__pose05	case02_pos_11_151H8	151H8	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose05__cluster_2_model_4.pdb	038c1885c3edc1d16dd33e8a225db88bc18ccfd32c9e52e949a3ffe3f1f823c4	poses_ht/FPMPNN_095_case02_pos_11_151H8__pose05.pdb	22eafd3ae49adf6a23fbedbfdce9216d097a37cb7a4aec2d5a61637cf76bb6f4	H	T	127	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE
FPMPNN_096_case02_pos_11_151H8__pose06	case02_pos_11_151H8	151H8	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose06__cluster_3_model_1.pdb	499ae669c984a45dfa018abe22b70af76cb1713c812ba4e8e69332ed1a9f066b	poses_ht/FPMPNN_096_case02_pos_11_151H8__pose06.pdb	29ef8b3a41c88877b323d7eb10d41d56a75d3d7cc1848768318252c99d7fb1b6	H	T	127	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE
FPMPNN_097_case02_pos_11_151H8__pose07	case02_pos_11_151H8	151H8	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose07__cluster_3_model_2.pdb	8e47c30f4aa0901efed4eea88a18debc165d34e5b832c9969797c21f536ee7ea	poses_ht/FPMPNN_097_case02_pos_11_151H8__pose07.pdb	afbf960d073eacf055d78a9300ebfc1043b552e6a666ca2eb89c89cfeeaae7ba	H	T	127	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE
FPMPNN_098_case02_pos_11_151H8__pose08	case02_pos_11_151H8	151H8	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose08__cluster_4_model_1.pdb	fa0ca0ac2b3133699f1a911812bcfea18662a7f6c3a123ae2320813f9b7c7844	poses_ht/FPMPNN_098_case02_pos_11_151H8__pose08.pdb	ccdafae55de45e0483fdf0057614ac6f22213be3b2cf8d61fb48cac74cae9b55	H	T	127	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE
FPMPNN_099_case02_pos_11_151H8__pose09	case02_pos_11_151H8	151H8	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose09__cluster_5_model_1.pdb	4add30a7a71bbe5d1e605a0cde9098634fd46e413db4d392a4e06a2d23c5bdb8	poses_ht/FPMPNN_099_case02_pos_11_151H8__pose09.pdb	7a3a3da0a135cc60fc20461b16106f95cf9f30758b3a42a6ac2d8dcb6ebf6452	H	T	127	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE
