candidate_id	pose_name	pdb_path	pdb_sha256	antigen_chain	vhh_chain
case02_pos_09_39H4	case02_pos_09_39H4__pose06__cluster_2_model_5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose06__cluster_2_model_5.pdb	af71a3db6e1d2591a179a167739da39ce7493f26d03f54d02c8013580b3b1c15	A	B
case02_pos_09_39H4	case02_pos_09_39H4__pose07__cluster_2_model_6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose07__cluster_2_model_6.pdb	4cc86b62414edfd374e22de1f252b271c910911a94c1422742fe92f4e89951e1	A	B
case02_pos_09_39H4	case02_pos_09_39H4__pose08__cluster_2_model_7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose08__cluster_2_model_7.pdb	6a8f7d4baf4acd9754d11f17e138f23c4cd52b3eca918cf5bc43abd06bacd509	A	B
case02_pos_09_39H4	case02_pos_09_39H4__pose09__cluster_3_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose09__cluster_3_model_1.pdb	56d7871f2b6045b127e6a21535fe00c4dd9b1bdc54f4707e98c8ba829448149a	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose01__cluster_1_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose01__cluster_1_model_1.pdb	5b8fae335126f3d6a6fc698a0cd3175f0a66c35d431edf6192225938a90f7997	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose02__cluster_1_model_2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose02__cluster_1_model_2.pdb	e6d3d94cbcfa8e0c1cea398a8068956490e8ec4bb86c29af23d3334262f2c5df	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose03__cluster_1_model_3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose03__cluster_1_model_3.pdb	c6944959b7aa432eb77c9f6fb0d5008e982cf544bfb04f1a6974e95c31a24b76	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose04__cluster_2_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose04__cluster_2_model_1.pdb	014df9761c4e392974a8803cc82e1205d161d752415195fdf14b6d12a0d9e830	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose05__cluster_2_model_2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose05__cluster_2_model_2.pdb	8b8de9cdc30d21258f2f2a1aacc274a2bf1eae223e15bbb4c7e35c4a1e5f5531	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose06__cluster_3_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose06__cluster_3_model_1.pdb	809e95afea760bea492df0ce4147d9b0be75306ea3c5c94512f68ca1bae68b5f	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose07__cluster_3_model_2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose07__cluster_3_model_2.pdb	0c50d2a744931c9860005c73e1fee9bef5c38958c215e5126662f1a30f34fbd2	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose08__cluster_4_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose08__cluster_4_model_1.pdb	6ffb1e0647041395b4ecd7b035b0f069e24150a5d032f1520a6a5d940c0a8200	A	B
case02_pos_10_151H7	case02_pos_10_151H7__pose09__cluster_5_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose09__cluster_5_model_1.pdb	f67012f3b1d734d15d22b94628bbe664cc57edcc46c28762c55cfea720e827ac	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose01__cluster_1_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose01__cluster_1_model_1.pdb	c828b5833658243c74b69317fba32c04a0d65b1345a565c9662a598cd765642f	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose02__cluster_2_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose02__cluster_2_model_1.pdb	910d03fe03994b3077f19f5af29d4e49b71eaba6d3c6ad25dde8e04d882c8684	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose03__cluster_2_model_2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose03__cluster_2_model_2.pdb	c49876b9e9d21af1cbd2e2f7f31a9d1912a049d8e8b2e030ce6f1357361b4f3b	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose04__cluster_2_model_3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose04__cluster_2_model_3.pdb	dea2ac4611671c9f654642eb7ce64d498191de0d59b8251df4bb97bd1d3d84a2	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose05__cluster_2_model_4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose05__cluster_2_model_4.pdb	038c1885c3edc1d16dd33e8a225db88bc18ccfd32c9e52e949a3ffe3f1f823c4	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose06__cluster_3_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose06__cluster_3_model_1.pdb	499ae669c984a45dfa018abe22b70af76cb1713c812ba4e8e69332ed1a9f066b	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose07__cluster_3_model_2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose07__cluster_3_model_2.pdb	8e47c30f4aa0901efed4eea88a18debc165d34e5b832c9969797c21f536ee7ea	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose08__cluster_4_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose08__cluster_4_model_1.pdb	fa0ca0ac2b3133699f1a911812bcfea18662a7f6c3a123ae2320813f9b7c7844	A	B
case02_pos_11_151H8	case02_pos_11_151H8__pose09__cluster_5_model_1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_11_151H8__pose09__cluster_5_model_1.pdb	4add30a7a71bbe5d1e605a0cde9098634fd46e413db4d392a4e06a2d23c5bdb8	A	B
