model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	rmsd	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../../1_rigidbody/rigidbody_24.pdb	-	24	-19.548	9.444	0.036	18.647	18.618	0.077	10.131	-	-	-	1528.320	1343.960	3236.210	1093.940	0.000	0.000	0.000	-22.953	1111.400	-1.061	2337.840	0.000	0.000	0.000	1539.460	12.210	0.000	0.000
../../1_rigidbody/rigidbody_29.pdb	-	25	-19.386	9.764	0.107	20.786	18.113	0.091	10.832	-	-	-	2017.020	1343.960	3236.220	1120.550	0.000	0.000	0.000	-29.109	1111.400	0.372	2337.840	0.000	0.000	0.000	2055.990	38.595	0.000	0.000
../../1_rigidbody/rigidbody_28.pdb	-	26	-17.474	11.098	0.143	24.453	21.221	0.090	12.593	-	-	-	1628.240	1343.960	3236.210	898.904	0.000	0.000	0.000	-21.646	1111.400	-3.369	2337.840	0.000	0.000	0.000	1649.670	24.802	0.000	0.000
../../1_rigidbody/rigidbody_35.pdb	-	27	-15.425	5.135	0.143	19.905	14.654	0.125	6.660	-	-	-	1511.100	1343.950	3236.220	1064.250	0.000	0.000	0.000	-18.215	1111.400	-1.871	2337.840	0.000	0.000	0.000	1528.490	19.266	0.000	0.000
../../1_rigidbody/rigidbody_18.pdb	-	28	-14.509	10.849	0.143	24.542	20.799	0.090	12.586	-	-	-	1273.010	1343.960	3236.220	968.098	0.000	0.000	0.000	-18.619	1111.400	0.862	2337.840	0.000	0.000	0.000	1293.850	19.973	0.000	0.000
../../1_rigidbody/rigidbody_37.pdb	-	29	-13.714	11.286	0.071	23.777	21.057	0.067	12.975	-	-	-	1442.020	1343.960	3236.190	942.729	0.000	0.000	0.000	-18.747	1111.400	-0.232	2337.840	0.000	0.000	0.000	1468.980	27.194	0.000	0.000
../../1_rigidbody/rigidbody_31.pdb	-	30	-13.428	10.929	0.071	23.782	20.691	0.068	12.515	-	-	-	1654.430	1343.960	3236.190	988.906	0.000	0.000	0.000	-21.124	1111.400	0.729	2337.840	0.000	0.000	0.000	1686.260	31.099	0.000	0.000
../../1_rigidbody/rigidbody_5.pdb	-	31	-11.446	11.233	0.071	23.733	20.962	0.068	12.908	-	-	-	1318.800	1343.960	3236.220	963.634	0.000	0.000	0.000	-15.972	1111.400	0.684	2337.840	0.000	0.000	0.000	1348.470	28.987	0.000	0.000
../../1_rigidbody/rigidbody_6.pdb	-	32	-11.438	7.295	0.036	12.822	12.735	0.127	7.170	-	-	-	1260.870	1343.960	3236.170	962.702	0.000	0.000	0.000	-12.823	1111.400	-1.873	2337.840	0.000	0.000	0.000	1286.580	27.582	0.000	0.000
../../1_rigidbody/rigidbody_23.pdb	-	33	-11.099	10.746	0.107	23.078	20.205	0.082	12.122	-	-	-	1469.740	1343.960	3236.210	962.614	0.000	0.000	0.000	-18.053	1111.400	1.353	2337.840	0.000	0.000	0.000	1524.130	53.038	0.000	0.000
../../1_rigidbody/rigidbody_14.pdb	-	34	-10.423	11.504	0.143	25.311	21.901	0.087	13.338	-	-	-	1856.410	1343.960	3236.220	851.151	0.000	0.000	0.000	-17.749	1111.400	-3.341	2337.840	0.000	0.000	0.000	1914.510	61.439	0.000	0.000
../../1_rigidbody/rigidbody_16.pdb	-	35	-10.209	11.228	0.036	24.416	20.606	0.054	13.328	-	-	-	1966.720	1343.960	3236.210	1019.700	0.000	0.000	0.000	-18.730	1111.400	-1.280	2337.840	0.000	0.000	0.000	1998.520	33.078	0.000	0.000
../../1_rigidbody/rigidbody_7.pdb	-	36	-6.807	3.426	0.321	9.550	8.721	0.308	3.898	-	-	-	1438.160	1343.960	3236.180	1005.840	0.000	0.000	0.000	-12.985	1111.400	1.431	2337.840	0.000	0.000	0.000	1482.020	42.432	0.000	0.000
../../1_rigidbody/rigidbody_1.pdb	-	37	-4.969	11.193	0.071	23.985	21.007	0.067	12.897	-	-	-	1649.790	1343.960	3236.200	918.900	0.000	0.000	0.000	-13.554	1111.400	0.904	2337.840	0.000	0.000	0.000	1687.920	37.222	0.000	0.000
../../1_rigidbody/rigidbody_33.pdb	-	38	-4.815	10.068	0.071	29.537	23.811	0.057	11.137	-	-	-	1309.420	1343.950	3236.230	786.051	0.000	0.000	0.000	-8.809	1111.400	-1.501	2337.840	0.000	0.000	0.000	1334.100	26.189	0.000	0.000
../../1_rigidbody/rigidbody_39.pdb	-	39	-2.027	10.821	0.107	23.772	20.506	0.080	12.398	-	-	-	1783.630	1343.950	3236.210	920.986	0.000	0.000	0.000	-13.264	1111.400	2.069	2337.840	0.000	0.000	0.000	1839.870	54.165	0.000	0.000
../../1_rigidbody/rigidbody_27.pdb	-	40	-0.194	11.124	0.071	32.276	24.963	0.051	14.205	-	-	-	2138.830	1343.960	3236.210	936.753	0.000	0.000	0.000	-11.451	1111.400	-1.158	2337.840	0.000	0.000	0.000	2177.130	39.460	0.000	0.000
